,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,cntr
0,0.09878369493754109,0.0884011583600061,0.09580490637247786,0.09322895103315894,0.08687700045724737,0.07864496561151693,0.08279133453958629,0.08707074498029649,0.08519598315516683,0.09237615531321824,0.0979684390763108,0.09136741973840666,0.08994797086368367,0.09875189745319615,0.09577523413111343,0.1004097529311534,0.10415154594280737,0.10454503830774396,0.10424318432918271,0.10008851988645036,0.10063795366441806,0.10186148687709562,0.10522661280141396,0.10200808580306726,0.10091546081774007,0.10101996527777778,0.09807392936723543,0.10532720389399676,0.11012022724270049,0.11621146565711195,0.12614312672376252,AT
1,0.11118554974361618,0.1140724641825617,0.10468463035552754,0.0993856726364015,0.09173877771768524,0.08653719117452768,0.09089708019553441,0.09235042601666614,0.09172785914235872,0.08811719214753123,0.08858501783590964,0.09039256198347108,0.0865873131078531,0.08905501524168966,0.08941485864562787,0.09908922246584584,0.09680618924816504,0.0938961906883493,0.08934217868435737,0.09511534139731641,0.10674289294384838,0.10661840038248753,0.10642300456866434,0.1042480041955597,0.11004678102027178,0.10908163265306123,0.11706555671175858,0.11866969009826153,0.121337890625,0.12,0.1235871505056514,AU
2,0.10949524671797194,0.10018991964937911,0.09867036011080332,0.09884210854842233,0.09830818472793781,0.09555555555555556,0.1,0.09867674858223062,0.09602194787379972,0.10476190476190476,0.11927354351596776,0.12965534654715313,0.15006790402897238,0.16070620190131282,0.15236739053043788,0.14881502000615573,0.14525665143778554,0.1472488304744932,0.14121972318339102,0.1470871913580247,0.14562407098779334,0.1510204081632653,0.15538194444444445,0.1565357719203873,0.16026044948540222,0.15462563332707824,0.1570035671819263,0.15696679970176747,0.15976218787158145,0.14833927566147495,0.15953947368421054,BE
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10336011687363039,0.11240382811033965,0.1152915882827197,0.11926020408163265,0.13563545745817016,0.12413194444444445,0.11272068809416025,0.1111111111111111,0.11072530864197531,0.10769896193771626,0.104375,0.10463637414730026,0.10519199567333694,0.10777534154157531,BG
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11447174963243016,0.11503096265715894,0.12707756232686981,0.12868949232585597,0.12696235329980185,0.12670101730743824,0.11980609418282548,0.127062970677776,0.12966785513229498,0.15958049886621314,0.13256143667296785,0.1300567564303828,0.12263705103969755,0.11224389765709245,0.10613584715091322,0.12053571428571429,0.11616411270390509,0.10820451843043995,0.11334593572778828,0.12302457466918715,0.12962962962962962,0.137939453125,0.14576229152458306,BR
5,0.10336265499856168,0.10208615165539338,0.09813609467455621,0.09735107421875,0.09241172051089407,0.09034722222222222,0.0873657647037153,0.0859455706277837,0.08652386574464496,0.08842956078975947,0.0899868423561717,0.09472145275469375,0.09439478270647102,0.09182262215297352,0.09375,0.09910221741481882,0.09484449734400141,0.09191645408163265,0.09314903846153846,0.09568415359653867,0.09783023990025941,0.09776113121791095,0.1003926234384295,0.10612804792698972,0.1062282986111111,0.10362413194444445,0.09811616954474098,0.09820987654320988,0.10098155859607376,0.10705882352941176,0.10566890171752304,CA
6,0.1040625,0.10158688865764828,0.10142749812171299,0.10003780718336484,0.09139536286673772,0.0859647469129984,0.08786324786324787,0.09095,0.09373961218836566,0.09871726849973471,0.09845863479081472,0.10217621321742114,0.09995104228400628,0.10067927577586425,0.09222076270302955,0.09251512993948025,0.0890441504385313,0.09107940051020408,0.0890909090909091,0.0960356872317145,0.09734474626604944,0.10035694970254191,0.10463795964713075,0.10582644628099173,0.11029948867786706,0.11399786844698265,0.11628197910802528,0.11609930132302661,0.11736961451247166,0.1253514739229025,0.12800452446036384,CH
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13970588235294118,0.1378926264201381,0.14723378941106485,0.1518595041322314,0.16523313716613852,0.17096952908587257,0.1644,CL
8,0.0,0.12436224489795919,0.1159334126040428,0.11414982164090369,0.11096938775510204,0.1421772754312909,0.13951789627465302,0.1695501730103806,0.216796875,0.17590027700831026,0.2006172839506173,0.19390581717451524,0.1885782272456871,0.19529085872576177,0.17585848074921956,0.1655328798185941,0.19065010956902848,0.15805785123966942,0.15711805555555555,0.1796875,0.1776937618147448,0.17665289256198347,0.18,0.19290123456790123,0.18339100346020762,0.18834547346514047,0.18430439952437574,0.18192627824019025,0.1934156378600823,0.18622448979591838,0.18834547346514047,CN
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149843912591051,0.09556786703601108,0.09308641975308642,0.09131721252933374,0.08930056710775047,0.09096313912009513,0.09807760768956925,0.09687524473333856,0.1036441847252658,0.10034026465028355,0.09971509971509972,0.09311385459533608,0.1142578125,0.12300943452917493,0.13254422476586888,0.12142243373653248,0.11390405056018385,0.11038059756008474,0.1166222332444665,0.11950727188033745,CZ
10,0.0954959790662232,0.09462721893491124,0.09372945430637739,0.09049048642946976,0.08417508417508418,0.07894966849380064,0.07820506184980074,0.08026533113112047,0.08111415418681894,0.08360270558917764,0.08826905417814508,0.08819978874302098,0.08961868660029995,0.09137448398305177,0.09083482577685613,0.09028848928738469,0.09147191126822471,0.0927715976331361,0.09324879125400967,0.0941796875,0.09482421875,0.09545763881566965,0.09446218609377269,0.09688047337278106,0.09887642500524822,0.10125443786982248,0.10338887998718155,0.10499884107239435,0.10782979921185963,0.11277300926319368,0.11698235712769543,DE
11,0.12367038318595412,0.12734339277549153,0.11678172255095332,0.10706316686275305,0.10947145061728394,0.09887755102040817,0.1077880859375,0.10942851992067784,0.11763860959494399,0.12079862108589486,0.12249923053247153,0.1492298628061611,0.14535813483713492,0.14729080932784636,0.1536065987711472,0.1522633744855967,0.1378885811018775,0.13556269089200407,0.13558017851646662,0.12533296905949048,0.12737127371273713,0.12660697887970615,0.13991026163976458,0.14450983350938082,0.1356873636183297,0.13609467455621302,0.13152152350724064,0.13413858868404324,0.12802070084645412,0.13464064552448865,0.13670555380388272,DK
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15407495538370017,0.1772395232602845,0.1520113919544322,0.1389177939646202,0.13331024930747923,EE
13,0.10154577883472057,0.10738896433780996,0.10300925925925926,0.09875555555555555,0.09158737024221453,0.0876946366782007,0.08897017794035587,0.08214144383515179,0.07901326655655602,0.0795477087879389,0.08025931336742148,0.08902483564645727,0.0870052876141644,0.09293622931214074,0.0923353987973505,0.09526608997508468,0.0989040798611111,0.09704300396454635,0.09430727023319616,0.09978178932751439,0.10119136103973327,0.10034026465028355,0.10533322891377556,0.10621947716173513,0.10783136784125415,0.10750862204793334,0.11306010007308709,0.11307325330871038,0.12217598097502973,0.1272905960156426,0.13318181818181818,ES
14,0.12213039485766758,0.11543400713436386,0.11112125639152666,0.11022026034863294,0.1084856122663306,0.10803324099722991,0.11082206035379813,0.10965140478668055,0.10701302134972569,0.102705112960761,0.09805484693877552,0.10784313725490197,0.1149521032902957,0.11640982923781758,0.12474173553719008,0.11406969099276791,0.10336011687363039,0.10993425858290723,0.12596707002578852,0.1358958202058391,0.14279155188246098,0.15348629984406326,0.17897155989658145,0.17529296875,0.1622222222222222,0.17352537722908093,0.17857142857142858,0.1890495867768595,0.18877354863514034,0.1655328798185941,0.1536094674556213,FI
