,region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
193,Guanajuato_MX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,11.0,20.0,23.0,30.0,42.0,49.0,45.0,53.0,56.0,53.0,53.0,79.0,85.0,86.0
194,Guangdong_CN,0.0,9.0,14.0,20.0,22.0,49.0,55.0,93.0,144.0,198.0,234.0,260.0,269.0,290.0,370.0,481.0,741.0,1160.0,1837.0,2938.0,5035.0,9898.0,16384.0,24947.0,35962.0,50019.0,62675.0,76525.0,89019.0,96369.0,95290.0
195,Guangxi_CN,12.0,13.0,13.0,12.0,8.0,12.0,17.0,31.0,49.0,61.0,68.0,72.0,80.0,82.0,96.0,117.0,142.0,155.0,170.0,204.0,239.0,294.0,350.0,446.0,550.0,652.0,818.0,1123.0,1682.0,1800.0,1658.0
196,Guizhou_CN,0.0,0.0,9.0,9.0,13.0,22.0,28.0,21.0,36.0,43.0,43.0,47.0,61.0,66.0,70.0,82.0,88.0,102.0,112.0,133.0,157.0,204.0,276.0,387.0,505.0,660.0,773.0,866.0,1037.0,991.0,807.0
197,Gujarat_IN,0.0,0.0,17.0,17.0,20.0,22.0,20.0,9.0,9.0,0.0,8.0,12.0,8.0,11.0,18.0,38.0,43.0,80.0,105.0,132.0,152.0,180.0,204.0,283.0,335.0,399.0,494.0,576.0,607.0,712.0,688.0
198,Gunma_JP,1331.0,1405.0,1237.0,1058.0,1005.0,937.0,945.0,1027.0,1085.0,1089.0,1129.0,1181.0,1453.0,1647.0,1762.0,1982.0,2127.0,2007.0,2039.0,2140.0,2117.0,2116.0,2274.0,2393.0,2395.0,2347.0,2384.0,2275.0,2291.0,2314.0,2281.0
199,Gwangju_KR,0.0,0.0,7.0,9.0,9.0,11.0,13.0,9.0,28.0,50.0,114.0,244.0,527.0,1083.0,1720.0,2995.0,4988.0,6702.0,8215.0,9153.0,8219.0,7219.0,7667.0,8494.0,9038.0,10821.0,12922.0,13796.0,14345.0,15549.0,16922.0
200,Gyeonggi-do_KR,95.0,178.0,265.0,374.0,627.0,975.0,1457.0,2552.0,4318.0,6810.0,11099.0,22332.0,35063.0,50341.0,63640.0,88891.0,107831.0,123385.0,141213.0,154092.0,131114.0,132845.0,169885.0,190636.0,204846.0,241030.0,269661.0,267457.0,282626.0,312377.0,341854.0
201,Gyeongsangbuk-do_KR,35.0,60.0,84.0,107.0,115.0,112.0,142.0,172.0,241.0,491.0,1071.0,2473.0,4098.0,5820.0,7337.0,11577.0,16253.0,21175.0,24657.0,25356.0,21161.0,17996.0,17807.0,18080.0,20543.0,25826.0,30592.0,35351.0,40598.0,46547.0,49334.0
202,Gyeongsangnam-do_KR,11.0,17.0,22.0,34.0,37.0,47.0,66.0,97.0,165.0,334.0,655.0,1151.0,1904.0,2719.0,3620.0,4874.0,6480.0,8226.0,9751.0,10683.0,9862.0,9245.0,10249.0,12434.0,14307.0,17801.0,23077.0,27178.0,31462.0,37205.0,42147.0
203,Gyor-Moson-Sopron_HU,10.0,10.0,8.0,8.0,8.0,0.0,6.0,6.0,8.0,12.0,17.0,13.0,25.0,26.0,23.0,20.0,27.0,16.0,12.0,12.0,12.0,6.0,8.0,7.0,15.0,17.0,20.0,24.0,32.0,23.0,25.0
204,Gävleborg_SE,171.0,189.0,184.0,198.0,199.0,221.0,188.0,196.0,187.0,205.0,196.0,228.0,283.0,288.0,267.0,261.0,293.0,257.0,251.0,254.0,335.0,310.0,322.0,331.0,321.0,247.0,230.0,270.0,335.0,411.0,555.0
205,Għawdex_MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0
206,HaDarom_IL,66.0,59.0,54.0,35.0,48.0,50.0,62.0,60.0,75.0,92.0,120.0,128.0,136.0,156.0,178.0,194.0,227.0,287.0,334.0,327.0,368.0,375.0,383.0,410.0,500.0,516.0,560.0,623.0,657.0,621.0,606.0
207,HaMerkaz_IL,293.0,267.0,312.0,352.0,336.0,356.0,392.0,391.0,472.0,631.0,747.0,926.0,1094.0,1255.0,1479.0,1722.0,1964.0,2454.0,2779.0,3005.0,3347.0,3681.0,4010.0,4615.0,5257.0,5780.0,6334.0,6876.0,7558.0,7807.0,7878.0
208,HaZafon_IL,57.0,58.0,60.0,74.0,82.0,93.0,112.0,104.0,93.0,106.0,134.0,173.0,236.0,328.0,427.0,526.0,587.0,641.0,718.0,756.0,817.0,919.0,984.0,1017.0,1168.0,1224.0,1340.0,1571.0,1890.0,2113.0,2328.0
209,Haifa_IL,116.0,117.0,135.0,128.0,146.0,137.0,133.0,135.0,169.0,189.0,248.0,350.0,448.0,538.0,603.0,723.0,854.0,1025.0,1109.0,1194.0,1255.0,1348.0,1558.0,1910.0,2384.0,2947.0,3381.0,3883.0,4081.0,3803.0,3393.0
210,Hainan_CN,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,8.0,12.0,10.0,15.0,14.0,17.0,27.0,34.0,34.0,42.0,44.0,38.0,46.0,65.0,82.0,114.0,150.0,212.0,259.0,324.0,322.0,286.0
211,Hajdú-Bihar_HU,21.0,25.0,30.0,24.0,52.0,41.0,45.0,48.0,52.0,32.0,33.0,30.0,27.0,25.0,20.0,39.0,51.0,57.0,73.0,87.0,91.0,97.0,95.0,82.0,69.0,50.0,29.0,27.0,26.0,32.0,29.0
212,Halland_SE,133.0,136.0,136.0,158.0,135.0,125.0,130.0,131.0,114.0,105.0,112.0,108.0,100.0,98.0,105.0,105.0,116.0,120.0,106.0,99.0,93.0,98.0,133.0,154.0,181.0,247.0,301.0,310.0,324.0,364.0,333.0
213,Hamburg_DE,842.0,910.0,957.0,1119.0,1080.0,1044.0,1015.0,947.0,804.0,862.0,862.0,861.0,906.0,1051.0,1318.0,1883.0,2536.0,3123.0,3591.0,3699.0,3976.0,4216.0,4618.0,4901.0,5453.0,5387.0,5144.0,4872.0,4992.0,4714.0,4441.0
214,Harju_EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,12.0,11.0,10.0,18.0,21.0,17.0,23.0,34.0,30.0,45.0,78.0,81.0,105.0,156.0,206.0,220.0,254.0,275.0
215,Haryana_IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,12.0,16.0,26.0,35.0,61.0,71.0,109.0,144.0,200.0,211.0,258.0,269.0,301.0,330.0,381.0,389.0,420.0
216,Haskovo_BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,8.0,17.0,15.0,15.0,15.0,0.0,0.0,0.0
217,Hauts-de-France_FR,462.0,495.0,583.0,650.0,753.0,767.0,733.0,643.0,596.0,565.0,648.0,766.0,863.0,1367.0,1855.0,2355.0,2868.0,3444.0,3575.0,3621.0,3319.0,3095.0,2821.0,2523.0,2317.0,2374.0,2348.0,2289.0,2241.0,1861.0,1582.0
218,Hawaii_US,226.0,224.0,246.0,311.0,371.0,429.0,521.0,549.0,579.0,600.0,642.0,604.0,644.0,643.0,637.0,630.0,644.0,638.0,633.0,649.0,640.0,660.0,655.0,704.0,772.0,859.0,925.0,1038.0,1146.0,1194.0,1169.0
219,Hawke'sBay_NZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,8.0,9.0,13.0,19.0,26.0,37.0,43.0,48.0,48.0,50.0,39.0,32.0,24.0
220,Hebei_CN,0.0,11.0,35.0,35.0,36.0,47.0,46.0,46.0,88.0,138.0,172.0,195.0,205.0,203.0,213.0,215.0,234.0,248.0,300.0,338.0,406.0,480.0,636.0,805.0,1009.0,1411.0,2015.0,2527.0,3160.0,3350.0,3019.0
221,Hedmark_NO,10.0,9.0,10.0,10.0,9.0,18.0,13.0,12.0,14.0,13.0,0.0,6.0,6.0,5.0,5.0,6.0,4.0,5.0,10.0,16.0,15.0,19.0,20.0,13.0,16.0,18.0,19.0,19.0,19.0,15.0,19.0
222,Heilongjiang_CN,0.0,8.0,13.0,14.0,14.0,27.0,35.0,42.0,70.0,106.0,108.0,130.0,158.0,178.0,180.0,216.0,227.0,229.0,242.0,290.0,360.0,471.0,644.0,874.0,1122.0,1460.0,1808.0,2136.0,2360.0,2295.0,1907.0
223,Henan_CN,0.0,18.0,22.0,22.0,23.0,25.0,29.0,43.0,74.0,128.0,161.0,179.0,195.0,202.0,198.0,204.0,205.0,218.0,259.0,308.0,374.0,489.0,679.0,894.0,1220.0,1731.0,2351.0,3126.0,3662.0,3617.0,3054.0
224,Hessen_DE,5387.0,5709.0,6065.0,6338.0,6790.0,7144.0,7390.0,7083.0,7199.0,7327.0,7554.0,7889.0,8563.0,9349.0,10681.0,11801.0,13535.0,14890.0,15882.0,15967.0,16648.0,16776.0,16971.0,16571.0,16373.0,15594.0,14908.0,14549.0,14649.0,13346.0,11979.0
225,Heves_HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Hidalgo_MX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,9.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,6.0,16.0,27.0,39.0,41.0,40.0,35.0,35.0,23.0
227,HimachalPradesh_IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,28.0,37.0,36.0,41.0,32.0,25.0,16.0,16.0,18.0,10.0,17.0,21.0,29.0
228,Hiroshima_JP,6485.0,7278.0,7420.0,7340.0,6931.0,5989.0,5878.0,5575.0,5105.0,4680.0,4398.0,3976.0,3710.0,3531.0,3457.0,3509.0,3838.0,4101.0,4457.0,4510.0,4488.0,4585.0,4749.0,4696.0,4798.0,4868.0,4738.0,4567.0,4374.0,4155.0,3821.0
229,Hokkaido_JP,839.0,840.0,684.0,644.0,572.0,544.0,589.0,740.0,758.0,869.0,903.0,992.0,1005.0,1089.0,1084.0,1163.0,1275.0,1413.0,1575.0,1729.0,1772.0,1693.0,1569.0,1431.0,1294.0,1214.0,1192.0,1228.0,1232.0,1163.0,1004.0
230,Hordaland_NO,29.0,27.0,27.0,33.0,33.0,37.0,38.0,35.0,26.0,24.0,18.0,18.0,19.0,21.0,29.0,33.0,27.0,28.0,38.0,39.0,39.0,45.0,56.0,65.0,92.0,139.0,216.0,268.0,281.0,270.0,252.0
231,Hovedstaden_DK,644.0,754.0,837.0,920.0,1000.0,1114.0,1104.0,1106.0,1045.0,1060.0,1038.0,1142.0,1250.0,1448.0,1584.0,1883.0,2262.0,2667.0,3059.0,3349.0,3623.0,3706.0,3785.0,3946.0,4330.0,4532.0,4819.0,5141.0,5236.0,5431.0,5439.0
232,Hubei_CN,0.0,18.0,28.0,34.0,37.0,47.0,52.0,75.0,113.0,144.0,170.0,185.0,184.0,187.0,196.0,227.0,265.0,343.0,459.0,584.0,726.0,894.0,1148.0,1510.0,2013.0,2601.0,3339.0,4340.0,5376.0,5575.0,5343.0
233,Hunan_CN,0.0,11.0,21.0,21.0,24.0,49.0,64.0,88.0,165.0,219.0,244.0,259.0,291.0,266.0,278.0,301.0,362.0,396.0,466.0,544.0,622.0,788.0,984.0,1237.0,1571.0,2231.0,2957.0,4135.0,5077.0,5163.0,4468.0
234,Hunedoara_RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,9.0,8.0,0.0,8.0
235,Hyōgo_JP,17567.0,18316.0,16532.0,14690.0,12738.0,10459.0,9686.0,9512.0,8836.0,8515.0,8707.0,8771.0,8948.0,9727.0,9987.0,10529.0,11265.0,11816.0,11983.0,12137.0,11731.0,11522.0,11083.0,10846.0,10771.0,11021.0,11070.0,11650.0,12571.0,12936.0,13167.0
236,Höfuðborgarsvæði_IS,4.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,12.0,16.0,22.0,31.0,38.0,33.0,37.0,49.0,61.0,124.0,159.0,189.0,228.0,247.0,234.0,238.0,260.0,246.0,267.0,264.0,290.0,290.0,315.0
237,IJsselmeer_NL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10.0,11.0,11.0,11.0,11.0,10.0
238,Iași_RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,6.0,0.0,0.0,0.0,13.0,18.0,15.0,19.0,22.0,16.0,17.0,25.0,26.0
239,Ibaraki_JP,1753.0,1771.0,1525.0,1376.0,1268.0,1187.0,1178.0,1314.0,1394.0,1482.0,1610.0,1771.0,1910.0,2173.0,2379.0,2609.0,3053.0,3462.0,3859.0,4294.0,4431.0,4352.0,4268.0,4183.0,4474.0,5025.0,5935.0,6903.0,7882.0,8085.0,7669.0
240,Idaho_US,581.0,539.0,568.0,620.0,789.0,937.0,1240.0,1553.0,1950.0,2194.0,2439.0,3032.0,3946.0,5561.0,7437.0,9144.0,10564.0,11568.0,12130.0,11886.0,11786.0,10943.0,10004.0,8567.0,7736.0,6770.0,6448.0,6495.0,6596.0,6652.0,6632.0
241,Ilfov_RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,14.0,6.0,0.0,0.0,8.0,8.0,8.0,0.0,14.0,15.0,27.0,36.0,46.0
242,Illinois_US,25372.0,24993.0,25029.0,25333.0,26503.0,28227.0,29683.0,31159.0,33048.0,34579.0,36091.0,37964.0,39412.0,40673.0,40869.0,40739.0,40459.0,41040.0,41941.0,43296.0,43397.0,43043.0,42689.0,42401.0,42254.0,42739.0,43842.0,45710.0,48346.0,53327.0,59285.0
243,Incheon_KR,21.0,26.0,34.0,49.0,46.0,63.0,79.0,107.0,130.0,182.0,406.0,3053.0,6105.0,7996.0,9279.0,11424.0,11154.0,10385.0,11149.0,12010.0,10185.0,9804.0,11984.0,14534.0,15986.0,18925.0,22971.0,25071.0,26816.0,29356.0,32979.0
244,Indiana_US,6147.0,6173.0,6153.0,5962.0,6088.0,6181.0,6136.0,6266.0,6897.0,7494.0,8242.0,9264.0,9635.0,9911.0,9697.0,9402.0,8772.0,9002.0,9138.0,9520.0,9520.0,9562.0,9671.0,9960.0,10605.0,11636.0,12856.0,13942.0,15172.0,16073.0,16803.0
245,Iowa_US,1388.0,1403.0,1494.0,1594.0,1737.0,1950.0,2149.0,2320.0,2541.0,2769.0,2991.0,3376.0,3799.0,4107.0,4321.0,4652.0,4769.0,4737.0,4840.0,4988.0,4919.0,4904.0,5227.0,5631.0,6133.0,6639.0,7447.0,8156.0,9067.0,9471.0,9560.0
246,Irkutsk_RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,8.0,10.0,10.0,17.0,17.0,14.0,14.0,15.0,11.0,22.0,27.0,33.0,34.0,40.0,41.0,36.0,31.0
247,Ishikawa_JP,733.0,748.0,718.0,646.0,608.0,526.0,543.0,569.0,582.0,590.0,655.0,713.0,791.0,854.0,922.0,972.0,1051.0,1079.0,1157.0,1194.0,1201.0,1214.0,1203.0,1165.0,1150.0,1100.0,1081.0,1058.0,1140.0,1071.0,1038.0
248,IslasBaleares_ES,7.0,13.0,15.0,17.0,14.0,16.0,10.0,14.0,20.0,20.0,25.0,26.0,21.0,18.0,27.0,27.0,51.0,62.0,59.0,78.0,78.0,82.0,105.0,141.0,181.0,219.0,213.0,216.0,216.0,200.0,185.0
249,IslasCanarias_ES,10.0,9.0,7.0,13.0,10.0,12.0,17.0,15.0,13.0,14.0,20.0,27.0,44.0,60.0,76.0,91.0,99.0,99.0,95.0,107.0,119.0,141.0,149.0,174.0,200.0,247.0,261.0,332.0,363.0,345.0,293.0
250,Istanbul_TR,11.0,12.0,11.0,13.0,12.0,16.0,19.0,20.0,14.0,15.0,7.0,5.0,12.0,25.0,38.0,65.0,97.0,109.0,128.0,154.0,162.0,183.0,254.0,302.0,361.0,472.0,593.0,686.0,856.0,1158.0,1547.0
251,Istarska_HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,12.0,18.0,18.0,18.0,15.0,13.0,7.0,7.0,7.0
252,Iwate_JP,145.0,148.0,135.0,126.0,135.0,116.0,129.0,145.0,175.0,212.0,266.0,282.0,300.0,331.0,330.0,309.0,339.0,352.0,345.0,379.0,401.0,414.0,477.0,473.0,450.0,468.0,459.0,433.0,429.0,411.0,336.0
253,Izmir_TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,18.0,18.0,21.0,22.0,46.0,53.0,63.0,69.0,76.0,83.0,110.0
254,Jalisco_MX,14.0,16.0,19.0,16.0,14.0,13.0,8.0,6.0,7.0,17.0,19.0,27.0,31.0,33.0,31.0,33.0,29.0,46.0,69.0,81.0,102.0,148.0,163.0,197.0,260.0,280.0,262.0,286.0,310.0,297.0,300.0
255,JammuandKashmir_IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,12.0,12.0,8.0,6.0,13.0,12.0,18.0,27.0,26.0,21.0
256,Jeju_KR,0.0,0.0,0.0,0.0,0.0,10.0,12.0,13.0,16.0,37.0,40.0,56.0,70.0,99.0,150.0,357.0,561.0,721.0,908.0,1041.0,874.0,770.0,983.0,1153.0,1402.0,1857.0,2472.0,2841.0,3437.0,3790.0,4141.0
257,Jeollabuk-do_KR,13.0,16.0,18.0,17.0,18.0,12.0,6.0,6.0,10.0,34.0,108.0,278.0,464.0,749.0,1226.0,1865.0,2892.0,3919.0,4968.0,5543.0,5225.0,4732.0,5562.0,6585.0,7460.0,9643.0,12858.0,15383.0,18330.0,21931.0,24351.0
258,Jeollanam-do_KR,29.0,64.0,81.0,88.0,89.0,96.0,102.0,125.0,192.0,542.0,1329.0,1801.0,2039.0,2482.0,3662.0,4388.0,5868.0,8570.0,9431.0,9412.0,8282.0,7990.0,7484.0,12376.0,19699.0,28050.0,32750.0,35530.0,35268.0,31763.0,26513.0
259,Jerusalem_IL,62.0,68.0,66.0,117.0,134.0,153.0,182.0,213.0,230.0,288.0,373.0,438.0,492.0,534.0,588.0,603.0,669.0,741.0,790.0,800.0,809.0,808.0,791.0,896.0,1027.0,1112.0,1180.0,1397.0,1450.0,1522.0,1551.0
260,Jharkhand_IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,13.0,13.0,17.0,26.0,44.0,64.0,84.0,97.0,101.0,88.0,69.0
261,Jiangsu_CN,0.0,30.0,41.0,46.0,48.0,71.0,73.0,101.0,142.0,182.0,195.0,223.0,234.0,257.0,331.0,484.0,632.0,821.0,1006.0,1247.0,1614.0,2188.0,3272.0,5131.0,8087.0,12106.0,17040.0,23579.0,29998.0,31328.0,28771.0
262,Jiangxi_CN,0.0,6.0,12.0,11.0,19.0,28.0,40.0,41.0,50.0,69.0,72.0,74.0,82.0,88.0,83.0,111.0,120.0,152.0,190.0,213.0,208.0,226.0,250.0,335.0,458.0,633.0,876.0,1187.0,1443.0,1541.0,1371.0
263,Jihomoravský_CZ,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,23.0,28.0,37.0,51.0,68.0,73.0,85.0,101.0,94.0,91.0,109.0,139.0,169.0,205.0,266.0,359.0,438.0,503.0,519.0,495.0
264,Jihočeský_CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,17.0,17.0,19.0,15.0,15.0,9.0,13.0,15.0,17.0,26.0,36.0,57.0,59.0,79.0,78.0,82.0,67.0,67.0
265,Jilin_CN,0.0,6.0,11.0,18.0,20.0,35.0,46.0,63.0,90.0,114.0,122.0,116.0,108.0,98.0,120.0,150.0,204.0,268.0,332.0,405.0,465.0,554.0,635.0,779.0,924.0,1132.0,1331.0,1563.0,1789.0,1736.0,1479.0
266,JugovzhodnaSlovenija_SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,14.0,15.0,21.0,28.0,26.0,52.0,81.0,106.0,132.0,151.0,147.0,143.0,122.0,90.0,74.0,61.0
267,Jura_CH,21.0,25.0,40.0,45.0,55.0,62.0,73.0,64.0,57.0,41.0,34.0,22.0,27.0,49.0,64.0,78.0,88.0,95.0,98.0,90.0,85.0,83.0,83.0,83.0,86.0,89.0,92.0,116.0,105.0,118.0,114.0
268,Jász-Nagykun-Szolnok_HU,4.0,4.0,4.0,9.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,9.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
269,Jämtland_SE,14.0,18.0,23.0,22.0,23.0,19.0,14.0,13.0,13.0,11.0,13.0,12.0,11.0,15.0,14.0,9.0,12.0,14.0,12.0,13.0,25.0,32.0,38.0,42.0,44.0,38.0,33.0,26.0,24.0,25.0,26.0
270,Jönköping_SE,127.0,142.0,163.0,184.0,192.0,196.0,170.0,146.0,120.0,111.0,96.0,96.0,100.0,119.0,124.0,138.0,172.0,178.0,190.0,218.0,280.0,347.0,419.0,475.0,512.0,537.0,588.0,756.0,855.0,935.0,1049.0
271,K.Maras_TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0
272,Kabardin-Balkar_RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,8.0
273,Kagawa_JP,467.0,505.0,459.0,446.0,402.0,337.0,363.0,369.0,363.0,358.0,378.0,364.0,402.0,465.0,486.0,540.0,594.0,622.0,587.0,649.0,620.0,610.0,578.0,664.0,613.0,622.0,600.0,650.0,590.0,595.0,553.0
274,Kagoshima_JP,187.0,181.0,166.0,150.0,139.0,114.0,137.0,146.0,169.0,176.0,183.0,174.0,190.0,191.0,211.0,240.0,282.0,306.0,347.0,396.0,402.0,392.0,406.0,391.0,352.0,345.0,355.0,323.0,319.0,308.0,268.0
275,Kaliningrad_RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,12.0,16.0,11.0,10.0,12.0,18.0,14.0,16.0,11.0,19.0,20.0,20.0,28.0,33.0
276,Kalmar_SE,67.0,82.0,88.0,92.0,90.0,83.0,82.0,86.0,85.0,81.0,73.0,68.0,54.0,48.0,42.0,36.0,47.0,59.0,58.0,66.0,72.0,65.0,60.0,65.0,59.0,46.0,44.0,45.0,33.0,39.0,74.0
277,Kalmyk_RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Kaluga_RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,16.0,16.0,19.0,20.0,21.0,13.0,13.0,14.0,13.0,22.0,32.0,88.0,108.0,136.0,144.0,140.0,103.0
279,Kanagawa_JP,120309.0,116382.0,102003.0,86302.0,73304.0,58320.0,54980.0,53878.0,48916.0,45962.0,45891.0,45029.0,45758.0,50330.0,52893.0,55924.0,58424.0,60937.0,62485.0,63456.0,65088.0,65860.0,65662.0,62315.0,60383.0,56932.0,56039.0,56335.0,58888.0,57964.0,56581.0
280,Kansas_US,1282.0,1307.0,1416.0,1502.0,1622.0,1774.0,1900.0,2048.0,2105.0,2237.0,2388.0,2502.0,2544.0,2711.0,2813.0,2846.0,3077.0,3447.0,3882.0,4365.0,4922.0,5246.0,5427.0,5614.0,6038.0,6520.0,6939.0,7158.0,7541.0,7855.0,7961.0
281,Karachay-Cherkess_RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0
282,Karelia_RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,17.0,15.0
283,Karlovacka_HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,14.0,17.0,17.0,11.0,9.0,18.0,14.0,15.0
284,Karlovarský_CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,32.0,109.0,200.0,296.0,336.0,395.0,317.0,225.0
285,Karnataka_IN,7.0,12.0,10.0,0.0,8.0,0.0,0.0,13.0,14.0,12.0,18.0,19.0,14.0,20.0,36.0,59.0,90.0,168.0,273.0,492.0,725.0,1170.0,1744.0,2731.0,3965.0,5286.0,7050.0,8936.0,10152.0,9672.0,9081.0
286,Kauno_LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,26.0,31.0,65.0,67.0,70.0,70.0,83.0,75.0,94.0
287,Kayseri_TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,12.0,12.0,13.0
288,Kemerovo_RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,15.0,15.0,16.0,13.0,24.0,20.0,24.0
