,region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
95,CasteloBranco_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,10.0,12.0,10.0,7.0,0.0,0.0,0.0
96,Castilla-LaMancha_ES,14.0,12.0,9.0,7.0,7.0,5.0,11.0,14.0,19.0,23.0,27.0,25.0,28.0,29.0,44.0,49.0,58.0,75.0,74.0,96.0,128.0,172.0,195.0,231.0,223.0,230.0,244.0,239.0,268.0,289.0,257.0
97,CastillayLeón_ES,26.0,23.0,25.0,27.0,27.0,25.0,23.0,24.0,36.0,33.0,34.0,50.0,68.0,71.0,108.0,149.0,179.0,238.0,288.0,309.0,366.0,405.0,405.0,413.0,451.0,453.0,465.0,524.0,604.0,629.0,602.0
98,Cataluña_ES,308.0,317.0,351.0,443.0,509.0,651.0,818.0,926.0,934.0,1028.0,1058.0,1129.0,1225.0,1349.0,1446.0,1656.0,1848.0,2153.0,2537.0,2866.0,3268.0,3755.0,4156.0,4605.0,5120.0,5515.0,5812.0,6198.0,6415.0,6327.0,5990.0
99,Cavan_IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,18.0,29.0,40.0,41.0,36.0,41.0,30.0,37.0,37.0,48.0,54.0,73.0,80.0,80.0,77.0,64.0,54.0,56.0,64.0,64.0
100,Ceará_BR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,14.0,17.0,25.0,40.0,51.0,47.0,47.0
101,Centre-ValdeLoire_FR,251.0,243.0,216.0,216.0,220.0,214.0,222.0,222.0,199.0,224.0,252.0,290.0,350.0,672.0,922.0,1203.0,1436.0,1729.0,1727.0,1772.0,1603.0,1501.0,1324.0,1139.0,1000.0,1068.0,1157.0,1285.0,1369.0,1296.0,1218.0
102,Chandigarh_IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,27.0,34.0,33.0,37.0,44.0,50.0,54.0,69.0,69.0,63.0
103,Chechnya_RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,7.0,13.0
104,Chelyabinsk_RU,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,11.0,15.0,16.0,13.0,14.0,15.0,16.0,23.0,25.0,37.0,33.0,32.0,30.0,42.0,59.0,78.0,105.0,122.0,128.0,123.0,153.0,154.0,136.0
105,Chhattisgarh_IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,13.0,16.0,22.0,20.0,15.0,17.0
106,Chiba_JP,5784.0,5737.0,5070.0,4587.0,4151.0,3454.0,3432.0,3287.0,2930.0,2743.0,2826.0,2954.0,3275.0,3730.0,4199.0,4819.0,5440.0,6145.0,6637.0,6775.0,6863.0,6711.0,6572.0,6594.0,6693.0,6561.0,6680.0,6658.0,6206.0,5620.0,4901.0
107,Chihuahua_MX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,18.0,22.0,42.0,51.0,101.0,154.0,192.0,206.0,231.0,184.0,149.0
108,Chongqing_CN,0.0,5.0,5.0,5.0,5.0,8.0,9.0,15.0,27.0,37.0,47.0,51.0,58.0,61.0,73.0,89.0,89.0,120.0,155.0,199.0,233.0,314.0,442.0,588.0,767.0,1160.0,1647.0,2328.0,2757.0,2803.0,2449.0
109,Chungcheongbuk-do_KR,0.0,10.0,19.0,22.0,28.0,27.0,53.0,153.0,259.0,415.0,727.0,1897.0,3579.0,5307.0,6421.0,7865.0,8556.0,8679.0,9366.0,9617.0,8367.0,7803.0,8006.0,8332.0,8827.0,10428.0,12365.0,14002.0,15104.0,16793.0,18806.0
110,Chungcheongnam-do_KR,27.0,47.0,55.0,67.0,83.0,89.0,83.0,91.0,104.0,167.0,347.0,573.0,847.0,1212.0,2286.0,3551.0,5417.0,7834.0,9842.0,10710.0,9793.0,9842.0,12283.0,16350.0,20333.0,25854.0,30657.0,32909.0,34788.0,36925.0,38526.0
111,Chuvash_RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,17.0,14.0,12.0,7.0,8.0,0.0,4.0,4.0,4.0,4.0,5.0,0.0,7.0,8.0,8.0
112,CityofSt.Petersburg_RU,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,16.0,26.0,87.0,137.0,210.0,329.0,449.0,491.0,597.0,670.0,636.0,559.0,543.0,548.0,579.0,666.0,771.0,888.0,920.0,1075.0,1196.0,1236.0,1134.0
113,Clare_IE,5.0,5.0,0.0,0.0,6.0,7.0,7.0,9.0,14.0,15.0,15.0,18.0,39.0,51.0,61.0,100.0,126.0,125.0,124.0,126.0,99.0,80.0,67.0,74.0,85.0,89.0,113.0,135.0,148.0,149.0,148.0
114,Cluj_RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,13.0,16.0,19.0,34.0,43.0,44.0,57.0
115,Coahuila_MX,9.0,12.0,23.0,26.0,28.0,27.0,24.0,24.0,22.0,20.0,24.0,26.0,19.0,20.0,19.0,14.0,19.0,18.0,15.0,20.0,17.0,12.0,24.0,36.0,40.0,48.0,60.0,49.0,56.0,68.0,63.0
116,Coimbra_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,12.0,9.0,6.0,9.0,7.0,7.0,10.0,19.0,27.0,35.0,47.0,63.0,68.0,60.0
117,Colima_MX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,15.0
118,Colorado_US,3119.0,3148.0,3498.0,3818.0,4193.0,4486.0,4964.0,5230.0,5622.0,6098.0,7045.0,8140.0,8835.0,9553.0,10032.0,10209.0,10039.0,10882.0,11332.0,11982.0,12069.0,12458.0,12516.0,12966.0,13892.0,15326.0,16753.0,18136.0,19743.0,20791.0,21335.0
119,ComunidadForaldeNavarra_ES,42.0,43.0,34.0,32.0,32.0,40.0,54.0,67.0,101.0,119.0,134.0,151.0,156.0,161.0,175.0,196.0,204.0,232.0,269.0,285.0,381.0,526.0,601.0,794.0,962.0,999.0,1038.0,1185.0,1137.0,1073.0,1057.0
120,ComunidadValenciana_ES,32.0,35.0,55.0,84.0,112.0,137.0,166.0,172.0,184.0,252.0,270.0,306.0,370.0,402.0,400.0,514.0,579.0,642.0,819.0,914.0,974.0,1105.0,1227.0,1315.0,1503.0,1684.0,1787.0,1925.0,1945.0,1895.0,1782.0
121,ComunidaddeMadrid_ES,192.0,234.0,270.0,343.0,418.0,486.0,499.0,596.0,656.0,685.0,759.0,874.0,889.0,977.0,1054.0,1136.0,1223.0,1353.0,1495.0,1660.0,1871.0,2225.0,2563.0,3094.0,3744.0,4520.0,5022.0,5501.0,5612.0,5647.0,5357.0
122,Connecticut_US,19323.0,19380.0,18894.0,18157.0,17204.0,16033.0,15430.0,15510.0,16005.0,16817.0,17853.0,18517.0,18874.0,19452.0,20316.0,21062.0,21847.0,22870.0,23394.0,23338.0,22952.0,22590.0,21673.0,21021.0,20504.0,20163.0,20057.0,20960.0,23651.0,25348.0,26802.0
123,Constanța_RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,11.0,0.0,0.0,5.0,5.0,6.0,7.0,10.0,8.0,17.0,19.0,19.0,15.0
124,Corse_FR,13.0,14.0,8.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,6.0,7.0,7.0,16.0,26.0,40.0,62.0,75.0,80.0,100.0,92.0,84.0,77.0,72.0,56.0,56.0,44.0,43.0,40.0,31.0,25.0
125,Crete_GR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,24.0,22.0,25.0,24.0,18.0,23.0,30.0,34.0,42.0,49.0,60.0,58.0,64.0,70.0,76.0,76.0,93.0,92.0,83.0,89.0,82.0,76.0
126,Csongrád_HU,8.0,0.0,0.0,14.0,15.0,21.0,21.0,21.0,17.0,17.0,13.0,14.0,19.0,20.0,25.0,19.0,22.0,33.0,36.0,41.0,44.0,43.0,30.0,24.0,23.0,29.0,30.0,41.0,55.0,52.0,49.0
127,Daegu_KR,22.0,25.0,18.0,14.0,18.0,21.0,28.0,46.0,68.0,103.0,229.0,378.0,628.0,933.0,1582.0,2909.0,4657.0,6034.0,7464.0,8568.0,7695.0,6925.0,8281.0,9812.0,10062.0,11857.0,14901.0,16487.0,18092.0,20858.0,24304.0
128,Daejeon_KR,15.0,29.0,49.0,72.0,93.0,148.0,211.0,309.0,412.0,762.0,1495.0,2754.0,4065.0,5644.0,7778.0,10620.0,13720.0,17140.0,21110.0,22603.0,20039.0,19404.0,23796.0,29202.0,35253.0,45606.0,55727.0,60953.0,66925.0,72314.0,76440.0
129,Dagestan_RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Dalarna_SE,84.0,95.0,90.0,103.0,118.0,104.0,107.0,100.0,82.0,63.0,68.0,55.0,59.0,61.0,63.0,51.0,47.0,42.0,42.0,51.0,63.0,75.0,84.0,85.0,73.0,74.0,82.0,83.0,81.0,93.0,89.0
131,Delaware_US,5668.0,5859.0,6054.0,5946.0,6405.0,7121.0,7901.0,8705.0,10044.0,10976.0,11577.0,12096.0,12506.0,12915.0,13102.0,13377.0,13780.0,15120.0,16125.0,17334.0,17713.0,17615.0,16342.0,14799.0,13195.0,12367.0,11803.0,11546.0,12158.0,13560.0,14202.0
132,Denizli_TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
133,Diekirch_LU,20.0,22.0,26.0,27.0,22.0,19.0,20.0,18.0,14.0,15.0,0.0,9.0,9.0,11.0,13.0,15.0,19.0,22.0,25.0,25.0,28.0,26.0,28.0,36.0,68.0,98.0,123.0,188.0,264.0,261.0,249.0
134,DistrictofColumbia_US,96.0,122.0,143.0,151.0,181.0,204.0,207.0,210.0,232.0,227.0,242.0,257.0,263.0,285.0,306.0,338.0,388.0,460.0,479.0,493.0,482.0,483.0,489.0,536.0,584.0,666.0,709.0,743.0,794.0,837.0,834.0
135,DistritoFederal_BR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,11.0,12.0,12.0,7.0,8.0,7.0,0.0,7.0,7.0,5.0,6.0,14.0,21.0,24.0,25.0,22.0
136,DistritoFederal_MX,55.0,49.0,48.0,43.0,43.0,64.0,72.0,86.0,97.0,126.0,131.0,148.0,170.0,202.0,191.0,201.0,200.0,215.0,225.0,281.0,332.0,367.0,425.0,478.0,539.0,529.0,620.0,649.0,708.0,795.0,889.0
137,Dolj_RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,14.0,14.0,0.0,0.0,9.0,13.0,19.0,23.0,24.0,28.0,28.0,28.0,41.0
138,Dolnośląskie_PL,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,8.0,11.0,9.0,14.0,14.0,16.0,12.0,16.0,21.0,24.0,25.0,26.0,25.0,17.0,17.0,25.0,57.0,72.0,106.0,181.0,274.0,361.0
139,Donegal_IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,10.0,15.0,13.0,12.0,11.0,10.0,6.0,6.0,10.0,9.0,17.0,27.0,38.0,37.0,40.0,56.0,66.0
140,Drenthe_NL,58.0,67.0,68.0,75.0,82.0,67.0,67.0,63.0,54.0,48.0,38.0,45.0,60.0,99.0,113.0,107.0,121.0,109.0,78.0,94.0,211.0,226.0,283.0,341.0,378.0,293.0,268.0,229.0,172.0,110.0,90.0
141,Dublin_IE,56.0,65.0,73.0,96.0,112.0,120.0,158.0,178.0,184.0,220.0,263.0,282.0,301.0,354.0,366.0,353.0,373.0,396.0,386.0,388.0,434.0,445.0,488.0,585.0,741.0,849.0,957.0,1074.0,1185.0,1145.0,1128.0
142,Dubrovacko-Neretvanska_HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Durango_MX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,14.0,15.0,16.0,10.0,13.0,0.0,7.0
144,Düzce_TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0
145,EasternCape_ZA,117.0,99.0,94.0,104.0,105.0,96.0,101.0,105.0,101.0,127.0,136.0,179.0,183.0,165.0,142.0,137.0,110.0,108.0,115.0,122.0,153.0,169.0,215.0,292.0,390.0,537.0,656.0,760.0,806.0,764.0,597.0
146,EasternFinland_FI,35.0,48.0,63.0,64.0,62.0,66.0,78.0,73.0,66.0,71.0,76.0,61.0,68.0,82.0,84.0,91.0,97.0,103.0,110.0,102.0,98.0,119.0,106.0,113.0,126.0,122.0,109.0,142.0,128.0,137.0,169.0
147,Ehime_JP,1799.0,1864.0,1625.0,1405.0,1136.0,820.0,829.0,907.0,902.0,843.0,818.0,774.0,742.0,778.0,929.0,1130.0,1523.0,1695.0,1872.0,1931.0,1951.0,1746.0,1800.0,1866.0,1968.0,2112.0,2388.0,2656.0,2898.0,2904.0,2766.0
148,Elazığ_TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
149,Emilia-Romagna_IT,402.0,434.0,487.0,489.0,591.0,625.0,638.0,603.0,606.0,557.0,519.0,527.0,561.0,607.0,698.0,840.0,976.0,1176.0,1326.0,1433.0,1427.0,1480.0,1484.0,1575.0,1771.0,1889.0,1867.0,1858.0,1765.0,1585.0,1582.0
150,EpirusandWesternMacedonia_GR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,5.0,7.0,7.0,0.0,0.0,5.0,11.0,15.0,22.0,36.0,39.0,40.0,41.0,35.0,31.0,28.0,19.0,18.0
151,Eschen_LI,8.0,8.0,10.0,0.0,12.0,7.0,7.0,5.0,5.0,0.0,0.0,7.0,11.0,14.0,15.0,22.0,28.0,28.0,43.0,57.0,60.0,67.0,70.0,75.0,88.0,87.0,94.0,102.0,97.0,68.0,64.0
152,Eskisehir_TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0
153,EspíritoSanto_BR,0.0,0.0,0.0,0.0,5.0,9.0,10.0,9.0,8.0,7.0,5.0,0.0,7.0,10.0,10.0,8.0,9.0,13.0,11.0,12.0,20.0,20.0,20.0,20.0,17.0,20.0,41.0,48.0,79.0,87.0,80.0
154,Extremadura_ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.0,18.0,23.0,25.0,25.0,26.0,22.0,30.0,39.0,46.0,41.0,64.0,74.0,101.0,122.0,157.0,170.0,183.0
155,Faro_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,17.0,20.0,17.0,22.0,24.0,25.0,21.0,21.0
156,Fejér_HU,10.0,8.0,7.0,9.0,9.0,11.0,13.0,13.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,6.0,7.0,7.0,10.0,10.0,12.0,15.0,17.0,13.0,17.0,14.0,20.0,17.0,25.0,21.0,19.0
157,Finnmark_NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,5.0,4.0,17.0,17.0,27.0,28.0,27.0,13.0
158,Flevoland_NL,13.0,24.0,28.0,27.0,38.0,44.0,43.0,38.0,39.0,43.0,34.0,43.0,53.0,63.0,62.0,66.0,73.0,79.0,90.0,97.0,106.0,102.0,119.0,136.0,134.0,134.0,129.0,140.0,235.0,339.0,452.0
159,Florida_US,7155.0,7516.0,7916.0,8533.0,9381.0,10256.0,11001.0,11673.0,12506.0,13210.0,14311.0,15609.0,16897.0,18324.0,19724.0,20722.0,21451.0,22637.0,23228.0,23222.0,22477.0,21526.0,21337.0,21596.0,23487.0,26388.0,29751.0,32432.0,35483.0,37879.0,40061.0
160,FreeState_ZA,9.0,8.0,20.0,23.0,23.0,20.0,18.0,6.0,6.0,5.0,9.0,12.0,13.0,13.0,12.0,11.0,23.0,25.0,32.0,37.0,35.0,29.0,32.0,22.0,22.0,21.0,18.0,12.0,16.0,16.0,21.0
161,Fribourg_CH,247.0,297.0,301.0,307.0,325.0,334.0,311.0,321.0,359.0,393.0,402.0,397.0,380.0,383.0,411.0,471.0,577.0,778.0,856.0,915.0,961.0,968.0,970.0,1059.0,1087.0,1101.0,1171.0,1138.0,1170.0,1306.0,1446.0
162,Friuli-VeneziaGiulia_IT,156.0,192.0,236.0,263.0,306.0,294.0,300.0,255.0,230.0,166.0,148.0,128.0,138.0,154.0,170.0,154.0,165.0,161.0,150.0,163.0,199.0,192.0,234.0,249.0,292.0,296.0,338.0,355.0,351.0,316.0,325.0
163,Fryslân_NL,49.0,41.0,45.0,47.0,56.0,61.0,70.0,78.0,103.0,108.0,117.0,115.0,122.0,97.0,98.0,91.0,100.0,93.0,105.0,105.0,128.0,145.0,143.0,139.0,165.0,161.0,147.0,184.0,226.0,201.0,215.0
164,Fujian_CN,0.0,8.0,19.0,21.0,21.0,30.0,32.0,28.0,42.0,67.0,89.0,100.0,119.0,117.0,109.0,109.0,126.0,150.0,224.0,305.0,435.0,639.0,889.0,1230.0,1691.0,2209.0,2932.0,3897.0,4810.0,5172.0,5030.0
165,Fukui_JP,339.0,367.0,345.0,350.0,357.0,316.0,320.0,336.0,306.0,308.0,356.0,417.0,485.0,570.0,602.0,679.0,733.0,768.0,881.0,993.0,1122.0,1208.0,1225.0,1117.0,1030.0,905.0,793.0,791.0,799.0,702.0,605.0
166,Fukuoka_JP,2679.0,2695.0,2438.0,2196.0,1979.0,1610.0,1616.0,1661.0,1614.0,1608.0,1748.0,1930.0,2143.0,2403.0,2598.0,2757.0,3017.0,3234.0,3431.0,3503.0,3476.0,3240.0,3057.0,2833.0,2733.0,2795.0,3004.0,3352.0,3771.0,4064.0,3985.0
167,Fukushima_JP,577.0,606.0,589.0,612.0,622.0,586.0,617.0,631.0,586.0,564.0,623.0,613.0,687.0,706.0,746.0,767.0,795.0,762.0,754.0,726.0,688.0,662.0,620.0,646.0,627.0,591.0,571.0,564.0,561.0,572.0,529.0
168,Gabrovo_BG,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,17.0,17.0
169,Galați_RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Galicia_ES,11.0,10.0,15.0,20.0,26.0,26.0,35.0,34.0,32.0,32.0,37.0,40.0,54.0,73.0,111.0,132.0,132.0,174.0,209.0,221.0,257.0,346.0,402.0,455.0,518.0,623.0,752.0,870.0,960.0,1034.0,1013.0
171,Galway_IE,18.0,11.0,9.0,0.0,9.0,6.0,8.0,13.0,20.0,23.0,28.0,38.0,36.0,31.0,38.0,39.0,42.0,52.0,75.0,107.0,146.0,171.0,214.0,254.0,353.0,441.0,501.0,577.0,636.0,574.0,510.0
172,Gangwon-do_KR,0.0,0.0,0.0,0.0,8.0,11.0,26.0,42.0,47.0,72.0,136.0,210.0,292.0,469.0,788.0,1298.0,2024.0,2778.0,3388.0,3699.0,3421.0,3281.0,3913.0,4682.0,5383.0,6623.0,8444.0,9584.0,11054.0,12556.0,14387.0
173,Gansu_CN,0.0,0.0,7.0,7.0,12.0,29.0,38.0,43.0,61.0,70.0,72.0,72.0,72.0,62.0,58.0,51.0,55.0,72.0,86.0,103.0,135.0,190.0,231.0,315.0,412.0,535.0,648.0,821.0,974.0,971.0,831.0
174,Gauteng_ZA,330.0,311.0,326.0,372.0,392.0,400.0,392.0,403.0,372.0,384.0,393.0,412.0,379.0,373.0,326.0,309.0,314.0,354.0,421.0,415.0,499.0,517.0,544.0,562.0,730.0,768.0,805.0,868.0,844.0,738.0,664.0
175,Gaziantep_TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,25.0
176,Gelderland_NL,420.0,481.0,584.0,666.0,766.0,851.0,960.0,967.0,1038.0,1084.0,1128.0,1164.0,1211.0,1272.0,1379.0,1393.0,1484.0,1666.0,1668.0,1607.0,1607.0,1603.0,1507.0,1613.0,1686.0,1752.0,1770.0,1754.0,1657.0,1481.0,1419.0
177,Genève_CH,510.0,543.0,558.0,542.0,574.0,555.0,492.0,431.0,427.0,423.0,415.0,450.0,464.0,508.0,580.0,653.0,785.0,925.0,943.0,968.0,1022.0,1107.0,1168.0,1269.0,1343.0,1418.0,1501.0,1717.0,1872.0,2083.0,2190.0
178,Georgia_US,3255.0,3355.0,3508.0,3663.0,4094.0,4579.0,4842.0,5157.0,5726.0,6140.0,6662.0,7386.0,8014.0,8694.0,9135.0,9522.0,10057.0,10765.0,11474.0,12256.0,12475.0,12802.0,13545.0,14321.0,15420.0,17223.0,18670.0,20055.0,21655.0,23875.0,26248.0
179,Gifu_JP,1007.0,1042.0,944.0,1028.0,1154.0,1161.0,1228.0,1275.0,1215.0,1253.0,1385.0,1453.0,1614.0,1774.0,1767.0,1918.0,2191.0,2324.0,2343.0,2439.0,2263.0,2174.0,2173.0,2220.0,2308.0,2434.0,2348.0,2251.0,2278.0,2183.0,2124.0
180,Glarus_CH,85.0,95.0,96.0,86.0,104.0,98.0,92.0,101.0,108.0,80.0,79.0,75.0,72.0,101.0,130.0,156.0,163.0,147.0,108.0,83.0,53.0,44.0,44.0,51.0,54.0,56.0,64.0,77.0,66.0,48.0,51.0
181,Goa_IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,13.0,22.0,28.0,19.0,23.0,38.0,36.0,31.0,38.0,33.0
182,Goiás_BR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,8.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,6.0,5.0,16.0,22.0,26.0,29.0,30.0
183,Golan_IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,25.0,29.0,31.0,32.0,26.0,25.0,26.0,25.0,24.0,25.0,25.0,26.0
184,Gorenjska_SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,29.0,33.0,37.0,43.0,52.0,63.0,69.0,77.0,78.0,70.0,62.0,58.0,53.0,49.0,53.0,66.0,93.0
185,Goriška_SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10.0,10.0,9.0,10.0,10.0,12.0,36.0,51.0,59.0,61.0,72.0,60.0,71.0,72.0,94.0,90.0,85.0
186,Gotland_SE,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,GradSofiya_BG,103.0,101.0,105.0,95.0,101.0,88.0,63.0,49.0,41.0,49.0,56.0,58.0,70.0,85.0,92.0,117.0,132.0,137.0,135.0,164.0,195.0,246.0,287.0,309.0,305.0,290.0,253.0,281.0,355.0,368.0,389.0
188,GradZagreb_HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,35.0,35.0,38.0,38.0,50.0,45.0,62.0,69.0,98.0,112.0,124.0,143.0,187.0,193.0,208.0,223.0,243.0,266.0,266.0,255.0,239.0
189,GrandEst_FR,979.0,1175.0,1267.0,1318.0,1451.0,1485.0,1411.0,1250.0,1135.0,1032.0,999.0,1014.0,1145.0,1634.0,2222.0,2749.0,3310.0,3815.0,4063.0,4144.0,3878.0,3631.0,3494.0,3350.0,3166.0,3350.0,3516.0,3685.0,3634.0,3202.0,2715.0
190,Graubünden_CH,153.0,168.0,184.0,189.0,187.0,180.0,147.0,121.0,112.0,120.0,120.0,146.0,170.0,196.0,261.0,308.0,307.0,326.0,363.0,331.0,294.0,298.0,315.0,339.0,360.0,426.0,490.0,587.0,585.0,591.0,541.0
191,Grevenmacher_LU,0.0,9.0,10.0,7.0,10.0,7.0,5.0,0.0,7.0,12.0,13.0,16.0,28.0,34.0,47.0,49.0,56.0,63.0,70.0,72.0,108.0,149.0,185.0,207.0,231.0,212.0,180.0,148.0,126.0,105.0,96.0
192,Groningen_NL,44.0,53.0,59.0,61.0,70.0,61.0,69.0,81.0,90.0,88.0,106.0,115.0,157.0,190.0,215.0,221.0,242.0,264.0,342.0,378.0,399.0,416.0,383.0,329.0,318.0,352.0,366.0,352.0,318.0,303.0,264.0
