,MA,cntr,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,mean
22,Akron_US,US,1.7038898253929098,2.0404697280978774,2.113735961197578,2.0615813902346045,1.8746195348194055,1.919276934593106,1.924385551773428,2.1800587299200873,2.4486837578668617,2.8487571987612914,2.8074310069648867,3.3630372439732428,3.0914256105533813,3.101257262616452,2.875015357230812,2.904039553250628,2.345961363137817,2.379307762812415,2.6151922482546976,2.5957589826645098,3.0544039466573425,3.1538665474304124,3.3108078820110536,3.3037352088194805,3.2313033609920088,2.9124449911440404,3.000025474901013,2.8219908418286193,3.6375501105956314,4.106708048724261,3.906096059874376,2.762348950874008
23,Aksu_CN,CN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006303564197045688,0.011572453881671422,0.014969722392938478,0.016578032616230757,0.017087019864942477,0.012818986081292111,0.0025590251301329334
24,Alacant / Alicante_ES,ES,0.0,0.0,0.0,0.08946125809916373,0.08362693098121052,0.09804380044466751,0.12793131930855844,0.16810823401056676,0.19932897979023717,0.3430996897461321,0.39694718303105264,0.49466910753230486,0.5610088821313752,0.5443267451611549,0.5875314455788554,0.6449682217986737,0.4399124334227259,0.3276158319655112,0.4441856343775265,0.38357703717398595,0.32903474004604066,0.3617595606795038,0.47282923859822895,0.5308238721489306,0.5971136192650541,0.7088719802305108,0.9486366451769511,1.0431570098592668,1.419050796778816,1.5174141183043823,1.489427545551181,0.4952407051997602
25,Alappuzha_IN,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05372759630624405,0.13363259689239743,0.13776627106159925,0.14702768228671895,0.0,0.0,0.0,0.0,0.0,0.0,0.1480879934186716,0.16030861257086462,0.02517905653343535
26,Albacete_ES,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07729718874962198,0.07567969459023274,0.09448386104953732,0.14455299471220862,0.18345166972088575,0.15937594124150994,0.1743783932068592,0.24839943135550113,0.2678698398488984,0.24528797580712391,0.24434383799845796,0.24692110123058764,0.1723591373126443,0.10662303501114384,0.0787427129624262
27,Albany_US,US,3.5572709970632834,3.510682706692305,3.025952816600249,3.171251038060896,2.938201699287486,3.0789817036848284,3.049505209600654,3.143022607475635,3.288402086735436,3.493689686660541,3.4472450693946204,3.245584315018064,3.4116633292500733,3.590880384244984,3.4337217187999585,3.733913511050478,3.3202104635719367,3.467625525106167,3.7847012946754464,3.8790132791749397,3.4706771722562038,3.8418295814199697,3.8495177549805453,3.7216711572204075,3.5968157786091224,3.697533827990641,3.7127475207271594,3.6161610193888927,3.6647847349336202,3.544033535782454,3.6266933272261044,3.481096285570423
28,Albuquerque_US,US,1.3746436451779886,1.47607296804674,1.7773639873026652,2.2737083737043178,2.4441212256284888,2.663751282866909,3.3545426583131523,3.089764945406564,3.199163760843869,3.5653887132140434,3.4336253785511803,3.520791969693248,3.3753477957223277,3.557280800055737,3.8063064960128616,4.05085631254043,3.920933900432901,4.008058937474339,3.962902348630476,3.4023540912985477,3.2045451900581363,3.3631140246637,3.5609966526084995,3.771892685556495,3.6127955889680092,2.857041599177764,3.158028882748813,2.921802188887593,2.769175586250363,2.928759523213617,3.0133330263023095,3.1425311141726477
29,Alessandria_IT,IT,0.0,0.0,0.0,0.0,0.044559580488827126,0.05291672047108065,0.05558505517423946,0.06627843485111382,0.1097658060392179,0.060096748073778274,0.04432784632795383,0.10438271586385474,0.10353885938211559,0.1055267827636027,0.10312732464189087,0.20765027692900614,0.15002151311784345,0.12908644686194065,0.09078929085082414,0.10754904957808334,0.14676178055255498,0.1585663735412868,0.24282730368087893,0.22731467279095785,0.22989586745801338,0.18115606861838307,0.18840476422864125,0.10432846595487046,0.1169872408431034,0.09544058954082305,0.1268869996664172,0.10818621220294525
30,Algeciras_ES,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050811410674485726,0.04690104997775001,0.037995319134348185,0.03814145950565948,0.033836696782786266,0.0,0.027606885001390725,0.0,0.033558673873321905,0.05697526045076252,0.05492337149906037,0.11125551749991008,0.13517009370095143,0.1765018159345093,0.29624677255508997,0.28672243644383305,0.2381706206856222,0.28124002845866397,0.3037771038178121,0.17512993868924906,0.15398213869988558,0.15796790408875003,0.08699724185399489
31,Alibag_IN,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05551771521122716,0.18921665443409316,0.20416415725646092,0.23362620755481633,0.24229551618163625,0.2180065343835323,0.1329327431427238,0.03877275459671336,0.04240426718584527
32,Aligarh_IN,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05466940757447963,0.04986517939865254,0.06007483299055399,0.053200568867471966,0.06215065018630814,0.04079353635350359,0.04618089915675859,0.04254862261451652,0.03649885914340473,0.014386534073730636
33,Alkmaar_NL,NL,0.11622524955051271,0.14219856094308336,0.15319421088956778,0.17205178737241386,0.23498832273490802,0.2438681785003523,0.26948513898808746,0.271821524393676,0.33946982414738036,0.30429456938317645,0.34419707593395443,0.24059279438748993,0.31492547935826726,0.2985800351046235,0.4384018458768999,0.3814530763722218,0.547473732537556,0.5281601289123937,0.6069952054022505,0.6162341392416235,0.878367860963266,0.8632106029777183,0.9694734737835493,1.0259341377531366,1.1670830079223102,1.1045929376387142,1.016692119913567,0.987574086748555,0.9831701492677989,0.9168989839361731,1.0560768986205535,0.5656027464372831
34,Allentown_US,US,3.3464307942862304,3.676297821011219,3.1932752505105975,3.473487639594532,3.465442620299515,3.179611827861915,2.894474788004002,3.3809259241843197,3.8977004670951336,3.7507738956621615,4.060125272490549,3.9349105026616167,4.209864346492211,3.6633302509584063,3.756799178653542,3.5639062980403904,3.3883876659782173,3.223792338960167,3.075408141817778,3.2212358694876455,3.2045715967567188,3.370262974499919,3.0556494015047746,3.0677592936686127,3.6930952182061487,3.4288145805511747,3.2137555860184217,3.3429582337243167,3.6384053273112316,3.8135087050086276,3.8764593915278076,3.485852296865417
35,Almere_NL,NL,0.07707844442236189,0.1092323049201509,0.09521350497002526,0.07233407041435416,0.0923208707257692,0.08995184776108636,0.1839179215550523,0.1895240780177386,0.20916335708881656,0.24965285623929998,0.2718096869542723,0.21878415345252017,0.2567343547267155,0.23980182081355222,0.2025329664137746,0.18497721276599036,0.2107110995858532,0.27112235911394,0.28758499985584796,0.32948332998386715,0.3801157098224921,0.5065722514307733,0.5489857750759218,0.7042822707657334,0.7356563490750055,0.6036249226760664,0.5826816275680086,0.5686994343694384,0.5603558296844658,0.6446419016693055,0.7418026427402523,0.33610806305349844
36,Almeria_ES,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13812530783561103,0.19468445483894478,0.1882386954964514,0.2425541683160758,0.24446343197731177,0.19632837380080592,0.211278362584741,0.22429345317022273,0.2432002902960117,0.281402961439284,0.24263763964806623,0.21826487099659575,0.3234235473610596,0.44737841669035305,0.6356345095240502,0.743726910523952,0.7094468183914299,0.7012848457660784,0.8434476264152575,0.8119578096723634,0.7091576373829651,0.7684965384709321,0.3006266667935021
37,Almetyevsk_RU,RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031944547556532074,0.0,0.0,0.03627431235525307,0.0,0.0,0.0,0.0,0.0,0.0022006083842511337
38,Alphen aan den Rijn_NL,NL,0.0429960992864733,0.07373194387611844,0.0482764857929993,0.0,0.0,0.2312426885617939,0.2326439183084305,0.2354844843537094,0.22423621039220507,0.23474468642714985,0.05952741250200523,0.04735316023977509,0.06910282058750497,0.08249997341772874,0.1370350830688867,0.10413454479575174,0.15934953184186718,0.1377884621541799,0.15820562891013323,0.15567735492486792,0.1840454241481253,0.13746554948994827,0.2405255611505149,0.24470698243485603,0.25463498570372045,0.470704537031113,0.5003181256564307,0.44133973049795683,0.47385657658121527,0.5861596802892559,0.4644077597657781,0.20749017426420951
39,Amarillo_US,US,0.49289004924702523,0.4014202268871884,0.4048302894979804,0.5165595179125958,0.5776268772534658,0.6920077518515557,0.6550707541315445,0.6378145539945872,0.7985362045974145,0.8723767722605903,0.9287127086791412,1.0310990038757386,0.9938254470391386,0.9573424177475566,1.0550611718317782,0.9533873999668692,0.8311018383409645,0.7411389812303042,0.6851821175912954,0.5468083733308533,0.5579950067334704,0.5498645983485204,0.4530701365815306,0.4736358490860795,0.4957924875436353,0.5877745403295518,0.7339134116576033,0.8831787273150049,0.8789717897205629,0.8586832549862473,0.9210722469900725,0.715056274405157
40,Ambala_IN,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05507723548114619,0.0850017166815342,0.10156351220999718,0.007794918205570244
41,Amersfoort_NL,NL,0.43872846212364514,0.4095803016511083,0.3969772075930985,0.41819564307377427,0.4346798575036206,0.4915892868157428,0.5595099877159779,0.5492069023430596,0.5641108400928864,0.5945457283304605,0.5613006826905553,0.5698844328237838,0.5534490880951237,0.47834874601243077,0.6041208234367417,0.6592951378026416,0.8466885772761149,0.7859086464641061,0.872330196877107,0.8976856911120665,0.932199986761696,0.8589312963610712,0.8714140070632199,1.0041112994642598,1.1420049609556577,1.3389474526985612,1.3707311305844403,1.5706530582802507,1.5615957531536495,1.3786155800839792,1.2495690973127644,0.8053196729856
42,Ames_US,US,1.0548763167854003,1.0853837316791537,1.316399846541794,1.316106036249452,1.2687263437870187,1.2149496039712753,1.3026446987435292,1.357047877669053,1.7777745825032698,1.9194830521626847,2.289457947211528,2.320455456724084,2.3163137311912045,2.287375151046953,2.160156741970021,1.6992896562330615,1.6125037711703634,1.6004066369805232,1.4455123207853697,1.589457548528529,1.7550118551280756,1.881279817480299,1.675810272308878,1.8214366781004463,1.7500205093516263,1.8200498503689342,1.742271444559261,2.0524355534758936,2.208808069472344,2.1050782472734424,1.9894511946743059,1.733418533681541
43,Amiens_FR,FR,0.15895584998186038,0.13242509508763176,0.0675878822971564,0.09141715868580835,0.061858501291268006,0.07827697777898189,0.08447106702917725,0.05502914657509504,0.03886068523685765,0.0,0.0,0.0432020016521489,0.05228554398423499,0.23071499500995035,0.4510872368759762,0.5515842704917857,0.5434583970580844,0.5905999766421176,0.5214299040820871,0.5517380147955153,0.5657805346113544,0.6050464432803837,0.5797734659238634,0.5122670461447887,0.46452195788107176,0.591396766415718,0.7136475714321651,0.6942363686711507,0.5950069191229385,0.5657957576590481,0.5689748550354232,0.3471429158301175
44,Amravati_IN,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05612201237043999,0.04602884001750423,0.03985010310956477,0.0,0.0,0.0,0.0,0.0045806759837906125
45,Amritsar_IN,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040427062830990415,0.04020031443409439,0.0,0.0,0.0,0.0026008831375833813
46,Amsterdam_NL,NL,1.9686105125799038,2.3099827145306144,2.5450363489307435,2.4550416074445707,2.682736884254569,2.428519379468453,2.3587066439076647,2.4799035700915564,2.792740154298115,3.0469253101140694,2.4990075271950003,2.311440516616365,2.426263006653263,2.1508822638463125,2.2323741404274715,2.1890755340435413,2.4825661820407894,2.4176791231310486,2.404984546444635,2.2427090798146225,2.167735237219057,2.0889629397366285,2.082709693904974,1.922084755657892,1.7223951287929593,1.9620401144950665,2.3361663381292113,2.516777090664961,2.544394739316565,2.574525787479457,2.3862953461391134,2.346105555399006
47,Anand_IN,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028432393359857405,0.02850162862299633,0.025761971801807823,0.024725934613971965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11715260371580236,0.08984128382125699,0.010142445675344931
48,Anantapur_IN,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07033182510097333,0.07839146095736896,0.050763018362979216,0.05499776104727631,0.06280443021288944,0.010235112763918943
49,Anchorage_US,US,0.4005882296169591,0.4362241329674134,0.5671287842229632,0.6414100418540275,0.8451038439908772,0.9569694558842671,1.030718811166112,1.1253573378170068,1.3775570388888103,1.3576088161624398,1.4256089526675,1.4403275035184937,1.4608242589481852,1.2596137551191395,1.2001701659386534,1.2142408262133237,1.1771564801064622,1.1537872670550398,1.238413897271622,1.325997489422263,1.2416163989696223,1.1384494005914119,0.851037140211809,0.6574055894452692,0.8852384483181873,0.8519749708993186,0.9217874997330191,0.9536163078319262,0.9026596487108437,1.0714756312509381,1.1118144613182197,1.0394155672939396
50,Ancona_IT,IT,0.0,0.0,0.12446337736906,0.14170907562814933,0.14407260804108182,0.14353349300821747,0.13648467211746587,0.06702829644377603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05105826445015676,0.04336325452554262,0.039593039456802696,0.07728357389321737,0.08408246207230319,0.1711586175846778,0.18930839635306626,0.22698197818092525,0.2125558111213252,0.21026954475343987,0.06654666016126475
51,Angers_FR,FR,0.12233898393898522,0.3065606056203065,0.23827766860385197,0.23058048978919435,0.29128204082970505,0.28203659547862997,0.2078103858760763,0.17975904972805193,0.34529112234279463,0.3046967989097888,0.4512848645662491,0.4305288162306844,0.4461620559767868,0.7000720680515714,0.8119109001996975,0.8070573052744328,1.1915264993971297,1.2839690003736675,1.3918282941966253,1.8080376391607205,1.8468227039280514,1.4928287480862672,1.2993758839377365,1.174366380924887,1.0642794845086554,1.0980618759145284,1.2156656364177378,1.26491494442363,1.2900345567881737,1.1127561280012186,0.9598010734098539,0.8274167290608287
52,Anglet_FR,FR,0.23394853305698213,0.21880369715877343,0.19814162244836062,0.21500321897010677,0.12655157558303298,0.06095319313943109,0.07737040025197454,0.11555859729184352,0.12043897405519532,0.11240669932521108,0.12031431144891717,0.19893510509646922,0.16704267987273197,0.3399955607208213,0.69526368446818,0.7869104934113382,1.000990394029682,1.2986872383156591,1.512017957364762,1.613966286504027,1.6118491403852842,1.6392250077836812,1.8163868617428949,1.7532329174446404,1.7876650575849775,1.9182006339391797,1.7221327066188494,1.374319216348012,1.0194542982329833,0.5211233582408424,0.32688215617116534,0.7968958573227746
53,Angoulême_FR,FR,0.0910233425617107,0.20698019968464024,0.3111386029977722,0.37037155143967565,0.3547699888257367,0.347386994921586,0.293705224642955,0.2593893417351953,0.3379020971117993,0.23519671631022773,0.3583237655529645,0.3934791589826777,0.38009271519181226,0.5067737793452457,0.7100370346744167,0.6990461165752598,0.6278497643059574,0.811603818353264,0.9306650244997349,0.8589046810838082,0.8476763381122995,1.1001011565984524,0.9314570531345225,0.9216571752398238,0.7429234710102719,0.6994357501477388,0.690174309219615,0.6204680368879647,0.5811586566899122,0.7346905474382147,0.3919916409392032,0.5595604533617569
54,Ankang_CN,CN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018470997421141597,0.0,0.0,0.0,0.0,0.0,0.0,0.014478916419829794,0.013641463947484656,0.012956435663994638,0.011964893259052424,0.0,0.004213601059414493,0.0073088876977683475,0.005544763284585795,0.00737134575890307,0.0076049272748395505,0.007223583247338355,0.03845350320630764,0.03606786719978025,0.036742106341749924,0.03714323452758577,0.008360855687412138
