,region,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
142,Dubrovacko-Neretvanska_HR,12416.350851004465,11420.735560825895,11060.746756417411,11313.240394810267,12008.92329799107,12558.60080217634,13154.694614955355,13621.38081752232,13984.5580078125,14501.823018973213,15460.174379185268,16392.80144391741,17434.859444754464,18975.05594308036,20159.864585658484,20623.076436941967,21099.07189592634,21489.784556361607,21273.639704241075,21124.798137555805,21309.927001953125
143,Durango_MX,10512.184667845757,10695.115240524638,10921.80226835544,11142.984643616186,11462.680173813365,11655.025521858272,11966.916303059075,12211.184527388028,12378.814561604613,12466.983693866106,12734.631640256022,13003.805870321356,13289.045042161917,13403.777739417705,13455.631359340561,13345.288937539357,13266.297240411484,13198.682007389405,13396.913941598119,13568.658686117564,13788.052651723867
144,Düzce_TR,11822.8259765625,12226.6861328125,12605.7400390625,12929.673046875,13293.555859375,13821.1232421875,16359.6900390625,18590.7173828125,20882.1515625,22927.6001953125,25581.75859375,26506.191015625,28046.696484375,29584.077734375,30898.54453125,31412.380078125,31998.016796875,32708.69765625,33223.53671875,33936.040625,35134.640625
145,EasternCape_ZA,7710.612299363658,7967.293957986811,8248.810834656419,8535.135839360719,8722.072925004202,8847.971056997649,8953.285320543515,9044.152400117606,9149.880096711191,9319.188036059308,9521.803112042171,9757.768328251008,10048.913225386425,10391.658328398018,10744.64282421875,10968.195521946403,11141.77443783602,11268.769100659443,11324.053524298555,11350.24237840222,11441.651102864582
146,EasternFinland_FI,21820.17374289773,21245.27628477665,21135.57087872257,21505.236248285662,22072.044595170457,22684.265411686913,23434.39328565831,24274.65570973746,24928.915998236676,25739.271324696318,26597.66053413989,27403.567546042323,28306.553507543103,29469.569711500786,30486.67212529389,30651.96709002743,30834.49822981975,30909.77574304467,30574.43436104036,30062.158135775862,30140.31241575235
147,Ehime_JP,23228.924609375,23903.619921875,24700.562109375,25299.40859375,25687.270703125,25783.857421875,25920.47890625,25911.150390625,25874.5015625,25953.997265625,26330.853125,26526.2609375,27112.991796875,27815.4171875,28217.015234375,28332.305078125,28771.50625,28737.74765625,28790.72890625,29142.623828125,29599.575
148,Elazığ_TR,9272.860496651785,9381.927200055803,9560.476608537947,9688.910256696428,9821.390788225446,10110.935802176338,10306.787947823661,10283.312211216518,10259.29640345982,10169.055082310268,10267.46480608259,10681.187947823662,11301.964946986607,11921.482611607144,12451.172698102679,12658.232689732144,12894.226476004464,13180.609123883929,13388.073836495536,13675.19117745536,14158.190599888392
149,Emilia-Romagna_IT,38911.67946180555,39595.7133875868,40358.753526475695,41016.14212999132,41801.33155815972,42582.32656467015,43509.084548611114,44340.756417100696,45016.03051215278,45469.70827473958,45735.98347005208,45559.875627170135,45538.45478732639,45709.14176432292,45784.49712022569,45241.71392795139,44793.78645399305,44180.38459418403,43219.10502604167,42243.20338107638,41809.16572482639
150,EpirusandWesternMacedonia_GR,17425.258949938325,17194.77506647478,16989.121765522206,17360.60418602659,18197.66092619243,19277.579643640354,20284.053676672153,21351.385414610744,22180.859070381033,22979.1843602659,23801.690899465462,24644.121697848135,25702.418615337174,26677.681370271388,27154.02593921327,26863.338304893095,26283.3263428591,24980.364153645834,23252.48030256305,21691.14642955044,20712.82394222862
151,Eschen_LI,19339.125,19575.696875,19835.987890625,20174.2984375,20649.21484375,21404.209765625,22962.608984375,25826.6625,30403.28125,37073.5890625,45932.4765625,56774.471875,69394.1,83585.88828125,99144.3609375,102406.8421875,104489.871875,103647.8734375,99347.0109375,91362.6453125,93337.6375
152,Eskisehir_TR,12113.277189434699,12273.118209666125,12632.605679263706,13155.122771410674,13712.882187868516,14359.024277251621,14846.54456027049,14902.773895839473,14957.529369656544,14889.888098835494,15214.323570625736,15779.067039173056,16696.126198592276,17611.325138192806,18393.82389537883,18699.70905807783,19048.337195975822,19471.40347600973,19777.88595776828,20202.037622530952,20915.561075692807
153,EspíritoSanto_BR,8355.981119734757,8799.021765051355,9171.200778859811,9635.270957509287,10154.053743375764,10510.393894777098,10881.463995916192,11043.12487024694,11205.895512592877,11410.027209216565,11888.031282438267,12408.852008782234,13161.177619304523,14148.666296301355,15306.664369126967,15481.986385489512,16392.714830091783,17292.934774161386,18022.866730632646,18644.72297858392,19801.749562254154
154,Extremadura_ES,18127.59028679113,17990.436323132988,17747.967048971645,17479.004938348644,17361.175481729235,17316.401277955272,17841.93802790535,18482.124986271963,19208.52940919529,19977.058638678114,20701.37915709864,21396.04410692891,22065.219823282743,22760.529873452473,23364.287326527552,23622.81565495207,23654.733005940496,23519.047839706465,23109.30225763778,22582.101567492013,22345.5340230631
155,Faro_PT,22809.855078125,22928.21171875,22944.257421875,23161.948046875,23870.865625,25038.41875,26232.454296875,27468.54375,28312.544140625,28969.57109375,29375.5796875,29715.86953125,29963.266796875,30318.133203125,30582.341796875,30457.983203125,30107.9421875,29560.424609375,28718.948046875,27916.3125,27546.71953125
156,Fejér_HU,26604.224472906655,25642.868822616187,24878.79435972556,24246.02877729367,23627.893979116587,22797.19016426282,21855.311032652244,20836.37294421074,19798.55294220753,19058.74280849359,18882.21019130609,19097.326422275644,19834.76030398638,20680.842633213142,21327.82866586539,20951.724922375804,20620.1119541266,20155.469836738783,19672.927456430287,19308.081197415864,19782.318021334137
157,Finnmark_NO,44429.83710156723,43575.61539810153,42655.49583384596,42011.76277469147,42160.780303367275,42522.73220609668,43310.94983272449,43791.64880931537,44391.09672807201,44362.13003553718,44519.77052922472,45338.756881482805,45616.20476510448,45446.172926446096,46465.41034529263,47660.162421685716,48455.89852385865,50252.30398172508,52393.30186652975,53411.92617920957,54083.721050688975
158,Flevoland_NL,25828.87332974138,25968.69364224138,26082.45866109914,26454.708566810346,27048.00328663793,27906.44212015086,28722.31478987069,29700.29447737069,30315.33919719828,30975.17147090517,31342.45404094828,31713.74280711207,32412.30113146552,33600.88001077586,34416.65988685345,34655.65447198276,34814.52268318965,34548.705064655165,33835.67540409482,33254.55915948276,33226.52033943966
159,Florida_US,37221.841959635414,37583.96226594453,38256.01595052083,39026.983141016426,39899.883280810645,40870.79839955585,41882.19883251852,42709.594957822075,43559.28065847073,44322.45284061861,45290.90673848096,46427.17363241308,47812.68038647112,48963.05921004282,49642.16171875,49377.42313194978,48841.7646152863,48159.96136726738,47676.16436964788,47566.381143756385,48112.03667840938
160,FreeState_ZA,6458.520051969912,6883.024318887355,7441.76015956759,7983.170761976784,8349.541798866974,8631.576719057655,8790.99462032872,8765.018784841788,8791.856094980627,8934.49280211197,9091.912807174842,9301.300501296411,9619.925569987547,9949.729094260965,10289.807185390355,10505.260061330055,10687.08982202971,10825.625646731636,10899.728746225888,10942.602461354325,11042.287960932397
161,Fribourg_CH,41219.44375,40462.4328125,39628.45078125,38866.5390625,38304.340625,37884.2203125,37855.85390625,38297.1234375,38650.6328125,38607.3140625,38610.05546875,38593.053125,38437.3765625,38504.91796875,38887.4234375,38945.19609375,38876.50078125,38724.23828125,38474.22109375,38307.70078125,38483.73828125
162,Friuli-VeneziaGiulia_IT,36264.749883395525,37134.39771746735,37955.80042560635,37983.47934934702,38105.13936858675,38135.706182952425,38112.426909398324,38288.11551714086,39183.0490234375,39880.17953299907,40379.764864155775,40609.821641791044,40795.546172458024,41124.78049790112,41431.899857159515,41211.30716534515,40982.417493586756,40606.905865205226,39849.10802821829,39033.117204990675,38633.97560051306
163,Fryslân_NL,28841.549609375,29016.678515625,29250.22265625,29647.062109375,30374.81953125,31162.3015625,32202.74140625,33300.8890625,33967.04453125,34407.06484375,34705.74140625,34854.3265625,35080.384375,35862.96015625,36628.134375,37122.0671875,37415.1640625,37555.121875,37298.3796875,36921.15078125,36874.2703125
164,Fujian_CN,2244.0879167033104,2614.1884450028583,3013.1321452586335,3434.1005366665936,3838.024531872948,4190.027927885837,4539.319593789087,4880.461260425216,5215.556818195698,5542.63978105823,5859.643523998153,6189.659838271723,6627.246939920947,7226.075247255365,7861.900622489887,8665.39778841268,9625.064545223577,10629.961363975042,11582.005092904745,12628.026933581536,13641.990703479227
165,Fukui_JP,28673.581640625,29233.063671875,29709.4796875,30220.930859375,30552.004296875,30647.818359375,31128.259375,31561.83359375,31795.2109375,32216.015234375,32702.990234375,33060.251171875,33275.387109375,33610.3546875,33818.328125,33870.4921875,34043.2453125,34259.07578125,34467.6890625,34818.003125,35363.94296875
166,Fukuoka_JP,25958.61484375,26338.791796875,26704.370703125,27150.076171875,27424.80390625,27571.487890625,27818.406640625,27993.364453125,27964.076171875,28162.04453125,28449.19375,28800.20234375,29205.43671875,29810.356640625,30277.278515625,30451.937109375,30777.184765625,30984.012890625,31127.65546875,31376.0796875,31868.051171875
167,Fukushima_JP,26181.812109375,26795.980078125,27351.55234375,27964.37734375,28553.342578125,29042.247265625,29465.157421875,29630.213671875,29648.17265625,29709.115234375,29960.830859375,30164.49609375,30611.776171875,31204.39765625,31822.92734375,31799.53046875,31988.69140625,31979.51171875,31966.037890625,32049.473828125,32552.00390625
168,Gabrovo_BG,8305.530750868054,7842.448744032119,7538.065692816841,7347.195993381075,7370.4135579427075,7425.1130208333325,7598.484044053819,7997.725490993924,8660.471788194443,9139.992686631944,9701.600396050348,10295.808314344617,10768.37808702257,11318.90853407118,11834.54636501736,12182.826459418402,12369.75884874132,12555.058289930555,12467.895144314234,12493.02612847222,12647.061295572918
169,Galați_RO,10706.315249794407,10502.924460320724,10656.208086194489,10838.394915450246,10913.610477487664,10615.16252055921,10234.019703433389,9912.733153011925,9744.605030581826,9703.372115285772,10338.341527035362,10814.094973273026,11206.88997866982,11808.698425935445,12735.697877261513,13093.155002312911,13534.190012078534,13981.228209806743,14237.695717259456,14228.484710372122,14505.675835217928
170,Galicia_ES,19203.830749071123,19576.240090897027,19887.595796012472,20210.11122445594,20613.67824774416,21102.708349091026,21556.416537287685,22168.072169420117,22838.333726446395,23553.574733777867,24260.826214171975,25018.513965465765,25774.266736332273,26539.15452992304,27254.93389563429,27779.103143245757,28223.120945295912,28415.976834527602,28336.37687516587,28104.785513700906,28060.111631667998
171,Galway_IE,16714.9150390625,17411.224609375,18450.019140625,19602.104296875,21321.462109375,23541.829296875,25905.974609375,27914.921484375,29203.34140625,30456.93828125,31141.829296875,31549.921875,31979.78828125,33325.696484375,33845.9234375,33842.93203125,34058.30703125,34359.5796875,34234.73515625,34541.35703125,35637.31484375
172,Gangwon-do_KR,12549.432154895414,13232.5043937437,14113.836091072328,15032.34908014113,15720.414091639366,16454.572879914314,17192.910342111896,17707.090343056956,18263.607793598792,19233.06225113407,20072.485791015624,20805.88079637097,21689.28595797631,22644.73996345766,23278.811813256045,23922.20978295111,24572.713251323083,25132.039062499996,25529.97572297127,26105.768896484376,26737.381932018645
173,Gansu_CN,1386.9578447815409,1478.720382503837,1597.8375859264065,1722.9054391113445,1867.6670507633044,2028.2254588016572,2201.5373766286375,2372.283066918513,2565.331242736144,2798.02005940293,3078.6211651650074,3427.3559264422975,3876.308463710245,4456.172243274673,5192.102339883556,6004.920541615332,6930.257018786021,7877.188836598548,8784.731990611559,9610.207816399072,10424.674455581906
174,Gauteng_ZA,11456.247014273471,11351.241548407832,11367.758465189874,11475.122037348363,11552.175358072916,11578.966781217034,11603.876972903481,11578.646476958069,11618.693126977847,11734.984147547468,11941.543851364713,12212.154732825686,12591.327709651898,13003.432760581489,13417.943907403745,13670.598575949367,13873.08721238792,14013.676334223366,14072.912700257122,14109.750718618143,14231.366175501054
175,Gaziantep_TR,9921.157035042477,10126.815836430522,10462.756770517295,10982.025090071298,11353.603543120447,11637.723866049757,11788.458776736952,11719.336270289745,11495.782904467536,11430.244845077366,11656.606612181433,12037.918622952064,12737.546912924756,13435.756121055825,14032.727702138956,14266.088762894415,14532.058498938106,14854.817655870753,15088.63439206614,15412.221639866504,15956.571935679613
176,Gelderland_NL,28675.78730867347,29096.612021683675,29614.768602519132,30356.727646683674,31338.70221619898,32427.762432238516,33621.00868144133,34727.50444834184,35479.64291294643,35958.28341039541,36279.971524234694,36405.84241868623,36797.89591836735,37585.92718431122,38466.85306122449,39040.15546077806,39511.917673788266,39717.81023596939,39500.9428651148,39139.42405133929,39059.82414700255
177,Genève_CH,52937.9990625,51866.669375,51170.411875000005,51056.876406250005,51392.53828125,52323.898125,53355.094375,53794.393437499995,53919.752187499995,54518.79640625,54989.8603125,55684.50078125,58158.60234375,62119.30015624999,66023.18171875,69029.49796875,72083.30812500001,74050.356875,74625.20578125,74500.4003125,75144.49859374999
178,Georgia_US,34598.847909972,35340.88786667158,36389.9473098467,37432.27109983049,38529.83013579746,39663.331634360264,40846.03795658903,41772.58199071344,42552.66383033608,43214.496031471106,43691.706065742925,44232.822160598465,44703.53545658903,45130.87744103774,45148.19079783314,44722.90262713739,44096.672258254715,43608.82266583137,43254.373925412736,43276.73457252359,43760.239866966396
179,Gifu_JP,25673.4970703125,26030.8392578125,26427.35601245777,26768.513690350508,26979.96776024071,27242.49815244932,27430.581265836146,27490.2243507179,27510.352224978888,27675.6474609375,27805.43149546031,28037.37757865288,28482.961090582772,28965.432981418922,29413.893010979733,29534.85868348818,29810.159549197637,29812.416005067575,29890.03692989865,29994.35278188345,30464.658913112333
180,Glarus_CH,48449.15703125,49035.74296875,50085.89609375,51597.44765625,53232.77421875,54245.38671875,55671.428125,55997.16484375,55674.3609375,57146.3140625,59349.65859375,61988.0765625,64169.75703125,64360.07578125,60502.29296875,55625.50703125,50266.359375,46325.26953125,44503.0875,44495.0828125,44836.21875
181,Goa_IN,3870.444873046875,4159.904443359375,4493.595458984375,4803.119140625,5134.3521484375,5498.95029296875,5829.9349609375,6092.11787109375,6415.63486328125,6788.106640625,7338.540234375,8033.33935546875,8842.13251953125,9738.792578125,10581.294140625,11638.57109375,12895.441015625,14197.7625,15451.8447265625,16833.68828125,17947.21015625
182,Goiás_BR,13627.286410233752,12590.0060109513,12055.318675074288,11689.951520323275,11306.34132024256,12081.252655857768,12888.800415316695,13715.313779644212,14528.915878414777,15239.903028359771,15233.602963854191,15412.71482789533,15635.150754100949,15940.026000356316,16499.936539055885,17231.527705477445,18185.79449655167,19157.685229648727,20015.651812603846,20753.753179531435,21224.81165624693
183,Golan_IL,3570.0198816636025,3829.148345588235,4048.285638786764,4172.338447840073,4286.54990234375,4335.156968060661,4364.611845128677,4406.440849034926,4504.138516773897,4542.030026424632,4670.362230009191,4839.18046875,5035.518508731618,5251.903814338235,5536.002728630515,5806.055181525736,6051.559886259191,6141.606336167279,5982.246329273898,5547.351556755515,5073.966119025735
184,Gorenjska_SI,15703.216595982143,15841.170558035714,16071.397053571429,16521.491662946428,17103.82402901786,17741.740111607145,18506.012979910716,19293.990234375,20005.96050223214,20728.875658482142,21520.316104910715,22190.161049107144,22910.776551339288,23777.988125,24666.52722098214,24730.836428571427,24808.632176339284,24719.420714285712,24194.99651785714,23476.751361607145,23524.00330357143
185,Goriška_SI,16389.2328125,16892.927734375,17496.2953125,18235.0671875,18997.750390625,19877.832421875,20656.874609375,21402.986328125,22074.500390625,22713.581640625,23220.451953125,23861.6234375,24554.981640625,25589.08046875,26809.319921875,27334.28359375,27709.195703125,27893.7328125,27440.35078125,26703.29140625,26685.33203125
186,Gotland_SE,25356.638671875,25361.14453125,25740.47578125,25905.45859375,26730.934765625,27171.187109375,27552.531640625,27701.311328125,28463.133984375,29211.4640625,30361.376953125,31231.97578125,32241.841796875,33003.7703125,33306.784765625,33235.38671875,33405.58359375,33504.59296875,33416.8734375,33608.10546875,34082.79453125
187,GradSofiya_BG,9371.492908296132,9776.76306733631,10866.236597842262,11485.982077752977,12366.949348958335,13160.994168526784,13577.0025390625,13876.84275483631,15166.881891741072,16307.612825520831,17673.889973958332,19506.34309430804,21628.217173549107,24247.712532552083,27179.341666666667,29763.180757068454,32035.899107142854,33738.92711123511,34560.21541108631,35019.60635230655,35645.05478980654
188,GradZagreb_HR,18799.364689555925,17100.569788240133,16381.734087171053,16598.554646381577,17473.834292763157,18125.493153782896,18818.4265625,19296.02520559211,19911.805746299342,20703.77259457237,21822.896350740135,23043.49300986842,24318.48207236842,25551.226778371714,26607.998653371713,27126.262643914477,27356.451829769743,27594.103998766448,27476.312767269737,27205.302621299343,27251.37642886513
189,GrandEst_FR,26328.32652374448,26370.778741634953,26532.06860764059,26841.59356811763,27629.12278594671,28388.078102360636,29231.006568486,30011.582304457268,30603.063253238583,30779.52687906741,31155.480380494846,31291.72031326744,31506.599397178903,31689.04060005832,31955.77703984528,31574.7598696126,31160.16285110204,30764.15269984037,30395.89782546967,30049.942009454815,30017.919854724336
190,Graubünden_CH,41771.21282978996,41386.09048411886,41089.20326588115,40827.71738601435,41096.61508709016,41651.88735271517,42512.196125768445,43384.950787653695,43839.25330430328,43808.96722592213,44143.15623719262,44895.50463627049,45475.09555584016,45821.27658171106,46018.787186219255,45810.502318135244,45174.2504994877,44660.834637551234,44517.49404456967,44792.44339139344,45195.73575819672
191,Grevenmacher_LU,60845.79296875,62361.96953125,63083.90546875,64340.36796875,65949.2171875,68238.7609375,71581.56015625,75058.5015625,78357.440625,80991.1171875,83133.8421875,84505.3125,86328.2640625,88957.490625,91054.959375,91320.565625,91960.8265625,92053.6859375,90343.2890625,89481.809375,90256.1359375
192,Groningen_NL,35815.99453125,37988.88876953125,40457.45365397135,42555.548111979166,43903.30265299479,44568.304012044275,45361.80385742188,46052.962198893234,46574.93970540365,47710.6884358724,49140.526692708336,50453.67581380209,52406.253645833334,54238.55415039063,58004.372932942715,59882.90447591145,61818.264322916664,62701.1037923177,63707.22361653646,62462.74163411459,63058.929036458336
193,Guanajuato_MX,9065.606386566162,9111.604829915364,9177.383525339761,9280.925947062173,9434.22913386027,9542.572046152749,9817.3067489624,10068.736380259197,10298.34765955607,10485.33918355306,10766.279217529296,10900.474770609539,11080.954187774658,11412.23295771281,11672.483083089191,11771.736589050292,12055.24089304606,12314.988883972168,12444.00675048828,12605.515912373861,12867.132015991212
194,Guangdong_CN,1761.1293919991417,1903.2924060279952,2060.2336287244134,2230.2781202921133,2395.4432112925347,2532.476867119689,2654.795920627194,2779.2537791478635,2910.2748070090493,3059.532280681598,3242.0407207342228,3484.9074951927732,3751.1439614877613,4094.2346782483555,4525.6591768800445,5029.063697077309,5529.664143009178,6091.996123595408,6638.102218969414,7165.478244813552,7678.742072523911
195,Guangxi_CN,1285.6290594985494,1446.9834378790201,1609.115004506217,1749.6417814959993,1867.5860876816387,1952.526271014196,2017.8648699096557,2095.722052282784,2199.6253249389692,2316.9272688026263,2476.8891746382096,2675.6154720989534,2950.5983797499534,3316.0842371142885,3705.03926327556,4124.6997554229765,4714.5831278866945,5307.09262776127,5867.693363738983,6477.047121500409,7102.296177877902
196,Guizhou_CN,854.8946950466463,905.0260240295808,955.2332654046908,1010.2327225333853,1067.9883635428669,1136.3716908459444,1210.6261620670077,1295.028665541113,1385.6087633562397,1491.3239526843818,1599.3422474494982,1732.6725122441026,1886.2030749220444,2083.122951485392,2339.038303344462,2628.3081778318196,3008.866993331413,3419.6426566101204,3828.232485171502,4216.561669455837,4614.112571536911
197,Gujarat_IN,2436.428873048533,2520.9237968095094,2672.2347682570767,2756.3465815960253,2871.9734123398366,3003.4501434170734,3091.335417385133,3185.1891365504625,3316.878505842795,3507.4146178888345,3711.958841828377,4064.8058347744127,4438.6985142032645,4827.477425385817,5132.556527632243,5459.266618474108,5787.274463305125,6122.701016810471,6449.247195242863,6854.4541460383725,7284.314595795973
198,Gunma_JP,28829.1390625,29330.607421875,29603.131640625,30090.339453125,30446.29921875,30760.904296875,30859.325,30840.108984375,30619.30390625,30689.7625,30639.077734375,30722.248828125,30962.18515625,31299.311328125,31358.968359375,31234.60625,31376.3640625,31382.674609375,31427.635546875,31697.70546875,32194.719921875
199,Gwangju_KR,12402.436328125,13628.8236328125,14833.1576171875,16135.29765625,17067.212890625,17974.7796875,18648.471484375,19278.151171875,20029.38828125,21083.783203125,22272.79140625,23685.254296875,25031.36875,26399.125390625,28008.82109375,29015.31796875,30095.780859375,31257.528515625,32138.204296875,32806.676953125,33960.037109375
200,Gyeonggi-do_KR,15284.153455327181,15833.368839135906,16312.20618183725,16751.425222839764,16907.29342229446,17437.404566904363,18195.572598573825,18902.851677852348,19789.27260119547,20888.517520448826,21660.554933934567,22117.727485318796,22763.055319316278,23394.23716442953,23957.648982802017,24444.194245490777,25069.253811870807,25593.084710570467,26060.684548028523,26718.561404152686,27443.458834941273
201,Gyeongsangbuk-do_KR,14653.754642535972,15600.594992131295,16561.04001517536,17911.20267816996,18936.645798673562,19928.212272369605,21207.290329923562,22395.91925022482,23377.528198066553,25019.958346447842,26997.413756182556,28863.25523830935,30730.529220998207,32331.538244716725,33755.205286083634,34474.92499156925,35629.475834644785,36871.10292547212,38244.55144727968,39567.30237185252,41157.734481789565
202,Gyeongsangnam-do_KR,14724.036378238077,16603.7261693051,18577.25988127056,20486.66904553865,21601.29020996094,22448.91768734581,22775.131120219983,22818.099962736433,23014.22788985403,23971.754594983555,25123.151051089637,26320.79312808388,27501.816460217924,28765.223054584705,30446.172180818256,31191.567112972865,32374.918223170233,33703.06193462171,34670.70387284128,35361.97859015214,36728.95930561266
203,Gyor-Moson-Sopron_HU,29650.82385932075,28627.93454047309,27831.49224717882,27190.808257378474,26577.672302246094,25738.660563151043,24788.666002061633,23766.60282118056,23019.657313368058,22684.70461425781,22668.38814290365,22976.849940321183,23932.818657769098,24716.824131944442,25274.635541449654,25157.737581380206,25519.126171875,25658.123741319443,25745.475640190973,25888.43345811632,26825.8848578559
204,Gävleborg_SE,27443.175481770835,27497.00478190104,27756.34358398437,28175.999059244794,29329.338209635414,30312.321494140622,30814.431809895836,31213.952340494794,31665.965094401043,31963.741435546875,32275.761787109375,32886.01070963541,34005.254326171875,34963.00207356771,35860.0437109375,36051.66962239583,36618.1808984375,37056.023046875,37388.101282552074,37689.080162760416,38451.24907552083
205,Għawdex_MT,18100.73984375,18925.532421875,19708.249609375,20557.066796875,21480.078125,22422.824609375,23446.955859375,24109.44765625,24678.89921875,25021.255078125,25108.385546875,25042.30078125,25301.828515625,25663.755078125,26226.316015625,26650.7,27129.899609375,27568.811328125,27822.915625,28012.919140625,28470.57890625
206,HaDarom_IL,20338.26174665179,20922.05551707988,21604.580423409596,22277.910124362243,22929.76186971859,23464.02974430006,24128.554533043683,24532.424325872922,24761.324250637757,24869.21193598533,25081.83777204241,25131.07866908482,25492.245967195475,26186.733102479273,26981.383729771205,27553.664557258453,28198.370690668853,28819.692449079237,29270.705035774077,29738.451581433357,30307.534809470664
207,HaMerkaz_IL,20669.959375,21265.17734375,21960.135546875,22644.48828125,23305.211328125,23844.121484375,24517.17890625,24925.2234375,25156.487890625,25265.418359375,25482.341796875,25530.65078125,25896.679296875,26602.162890625,27410.55625,27990.93984375,28645.816015625,29276.675390625,29733.248828125,30207.719140625,30787.86328125
208,HaZafon_IL,20669.959375,21265.17734375,21960.135546875,22644.48828125,23305.211328125,23844.121484375,24517.17890625,24925.2234375,25156.487890625,25265.418359375,25482.341796875,25530.65078125,25896.679296875,26602.162890625,27410.55625,27990.93984375,28645.816015625,29276.675390625,29733.248828125,30207.719140625,30787.86328125
209,Haifa_IL,20669.959375,21265.17734375,21960.135546875,22644.48828125,23305.211328125,23844.121484375,24517.17890625,24925.2234375,25156.487890625,25265.418359375,25482.341796875,25530.65078125,25896.679296875,26602.162890625,27410.55625,27990.93984375,28645.816015625,29276.675390625,29733.248828125,30207.719140625,30787.86328125
210,Hainan_CN,1734.319921875,1875.4605224609375,2031.6106201171874,2201.3422607421876,2366.84638671875,2504.4232421875,2626.991943359375,2751.177880859375,2881.63359375,3029.431982421875,3209.078466796875,3448.996826171875,3711.73486328125,4050.745849609375,4478.698974609375,4980.358203125,5477.405859375,6035.39775390625,6577.348828125,7099.3701171875,7607.19404296875
211,Hajdú-Bihar_HU,8144.020211324605,8236.069343855574,8486.213093855575,8897.669262915259,9452.6165197424,10081.87955905124,10836.230035015486,11735.883280546172,12572.969731841218,13458.713434332773,14305.309990850224,15031.77734375,15584.84384325732,16035.19001266892,16285.246465019707,16285.381311585026,16285.392826224663,16313.508382601352,16327.893211570947,16393.62061690597,16712.046614583334
212,Halland_SE,28380.465445696726,28428.158039830938,27968.490705046104,27511.34257492316,27593.020527023567,27593.720274077867,27501.53814036886,28367.743503457994,29604.618023181352,31012.953659707993,32336.015580174182,33431.76816726434,34509.78405481557,35436.09896900614,36357.92937371926,36545.789235399585,37223.045709528684,37529.0727651127,37777.53373463115,37726.86944800205,38463.73908811475
213,Hamburg_DE,52738.1734375,53660.02109375,54219.453125,55122.18046875,56116.4265625,56980.9109375,58081.1546875,59529.11484375,60661.1875,61438.16171875,62218.62578125,62782.67421875,62950.49921875,63227.02265625,63869.7765625,63851.0171875,64166.86953125,64834.26484375,65676.79140625,66068.59609375,67452.23203125
214,Harju_EE,21357.97890625,19680.8396484375,18280.9607421875,17933.4642578125,18183.1919921875,18881.2677734375,20414.48359375,22097.08984375,23603.027734375,25443.898046875,27765.971484375,30110.5421875,33119.773828125,36263.094921875,38310.19609375,38862.97265625,38902.89296875,38470.690625,37919.36171875,38021.44921875,39408.590625
215,Haryana_IN,2853.191357421875,2887.028515625,2931.83857421875,3008.989501953125,3100.6943359375,3246.717724609375,3441.86923828125,3677.818115234375,3942.38095703125,4230.1646484375,4521.39052734375,4768.95166015625,5042.33818359375,5369.4166015625,5734.07138671875,6159.93984375,6712.628515625,7263.296875,7796.737890625,8329.42275390625,8836.2224609375
216,Haskovo_BG,6767.661335184488,6512.396163168298,6555.755767601657,6735.75632059488,6876.356258236068,6871.855692300453,6866.50994328878,6880.532147731552,6930.968646460844,7192.037842385165,7669.75373799887,8078.9626823701055,8324.788324783509,8700.133580807606,9091.06109751506,9160.193114646083,9163.509658556099,9232.473141001505,9147.76214467244,8946.073981080572,9010.374470538405
217,Hauts-de-France_FR,23793.943853119537,23977.53114619755,24137.504897836538,24412.07032957277,25050.521334134613,25705.063358418924,26315.676703862544,26952.505839570582,27489.790334079986,27780.28194247159,28050.358370438153,28266.64576868444,28507.16968968531,28770.900793542394,29032.933455119102,28949.107361778842,28833.870869072336,28730.742248961975,28562.093857217005,28399.298674470065,28453.107888303104
218,Hawaii_US,42724.52734375,42902.06796875,42870.55078125,42688.0046875,42398.134375,42391.49375,42658.3109375,42942.4109375,43407.5859375,44128.559375,44979.33359375,46014.57578125,47415.08515625,48811.94296875,49883.27578125,50488.478125,50894.346875,51173.1359375,51353.21484375,51712.94375,52325.73515625
219,Hawke'sBay_NZ,23784.096484375,24078.030859375,24754.768359375,25462.237109375,25916.7734375,26453.399609375,26956.43515625,27515.795703125,28219.344140625,29092.716796875,29844.864453125,30617.98828125,31339.226953125,32007.03984375,32377.27890625,32508.35703125,32514.833203125,32536.38125,32575.6875,32811.1453125,33255.632421875
220,Hebei_CN,1747.3859496681694,1946.7483739128966,2169.4680237010716,2414.041327696653,2651.7646819021243,2892.1419964537,3130.773075736619,3361.520038461432,3589.365108409837,3852.169440744385,4177.201350243606,4548.532269328131,5005.848593915813,5559.13294362951,6116.194459899104,6671.955525264193,7259.981052027602,7863.19538379908,8452.138024241687,9104.20028602538,9798.21222886314
221,Hedmark_NO,35506.17864029255,36629.3367424962,37892.62628110753,39316.31701771467,40764.89660904255,41887.625978343465,43125.51819196429,44436.44552740311,45391.85268569529,46659.131900645894,48280.081394851826,49486.84997506649,49212.77083610372,48889.821985419825,48605.744564494686,47776.356252374615,46707.4752018427,46686.27949159384,46827.53312594984,46417.922991071435,46312.65683890578
