,region,cntr,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,mean
11,Alaska_US,US,0.7592825827839527,0.7521167769044678,0.8185145514006636,1.0904125524042594,1.137208988136346,1.2882141125872943,1.3785710394428459,1.405561191255233,1.4925814675809999,1.643329212521629,1.6022197543039423,1.7420271836519459,1.841243384616399,1.7156841010990422,1.5805511998964856,1.5024168245141443,1.530609685495476,1.4087243589438645,1.4820153423199005,1.6506384177672841,1.4752430625982451,1.2269749834734964,1.2457564106852053,1.1906213923374245,1.3727833175363287,1.5138891492133364,1.5853164223206806,1.8944652076546054,2.013119812750157,1.8026701792200797,2.0005334809395774,1.456235359559849
12,Alba_RO,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023786363953240065,0.023427103422853566,0.03125857094498025,0.026065807342745023,0.0542427041268867,0.06961588599479962,0.07352412346477401,0.05667618751713488,0.01156763699249723
13,Alberta_CA,CA,1.3124756983164243,1.2748964745463716,1.4929396874311553,1.4814298706956344,1.9965267758387006,2.0059257521928635,2.1965612147412403,2.2812871204892624,2.3208475095881593,2.223827304929032,1.9895438357198605,2.091967246699434,2.554319995644314,2.569322423937479,2.4472461259066196,2.4020133613547325,2.4173070364087703,2.2840248431989933,2.2339642534334705,2.2754559317599687,2.6028291942520494,2.549620496316011,2.8047070697337837,2.7321576694742076,2.4052416626264908,2.208171824357893,2.2599342063771295,2.114088035396123,2.0471946154710667,2.110132001024336,2.192122785530004,2.189615549141664
14,Altay_RU,RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11073665943096649,0.12336517625573172,0.09243111311058735,0.1468844976080286,0.1555573742199508,0.14638775401486795,0.1152660263009772,0.1227725020903039,0.0,0.0,0.0,0.0,0.0,0.039401877485861464,0.06069723578519029,0.10832115884905749,0.1055851136304506,0.09334039910793604,0.15903072869279042,0.14474000847201804,0.09177391669172164,0.09325940057035736,0.10540829066221034,0.0649986849348067
15,Amazonas_BR,BR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04022564203354651,0.08624121835407,0.07565935831253046,0.06356193983631712,0.1037082861264978,0.07581042321173034,0.04335757798075841,0.05124618329552859,0.06117906951426945,0.023036736180195878,0.04139652173106293,0.03429760976260148,0.022571631172229316
16,Andalucía_ES,ES,0.41621160145915187,0.4885976709093588,0.37149096279528987,0.39493539887728446,0.3929763724817336,0.45588827425836415,0.574871383316335,0.597437064278303,0.6309431636078828,0.753485118021237,0.9600254286213943,1.0017083063482701,1.1017212231982574,1.3312477556124998,1.1531948040695856,1.147224907299439,1.1972252513579118,1.3966719518005712,1.5980077737777072,1.5706698300967725,1.7081026201385012,1.7831679959140503,2.039978275039807,2.2768659450574957,2.467992489880645,2.482264101367979,2.2385943602578164,2.5279775599815975,2.284440279355992,2.1410883510353518,2.0924908201476504,1.3412095819472334
17,AndhraPradesh_IN,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06854274518526599,0.06040742739009598,0.0670650894097374,0.07762258429401542,0.1071603929795899,0.17686034643070475,0.26820724185630995,0.2900903671011283,0.28867144523172267,0.3209638652577831,0.4448250755075874,0.5785122364828568,0.5413503275733899,0.6122011853804777,0.6895257361987602,0.6034346681371703,0.5388317683015577,0.18497653234574687
18,Anhui_CN,CN,0.0,0.015122286200020596,0.021308312512144392,0.03526119970192127,0.06589160611351629,0.05178858946888967,0.09179761666320771,0.16892007019970304,0.25613957074846894,0.31991240605708554,0.3408202360570075,0.42254538905801264,0.44348956490218633,0.4700336859458845,0.3435902547862711,0.3716249225457749,0.19477708482588604,0.24794425842775666,0.24030152978784233,0.37086299298361197,0.43731322735032135,0.5418605249110765,0.6173387652143949,0.7169034286955226,0.7495054513064876,0.7859333329893279,0.7104587853694487,0.43867455746813994,0.4263325183708244,0.3129482469669551,0.2883091843918475,0.3386357935490173
19,Ankara_TR,TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12021248685218872,0.1302894845786437,0.1743223344385584,0.20028619048802573,0.155145819619428,0.18749831305596998,0.26548326863294724,0.21182109142713926,0.24962709536212954,0.4549084058772547,0.5207024736594618,0.4761391598236103,0.6026593816419102,0.7033432152498141,0.8398329722190333,0.9770170589118645,0.9938506717155032,1.0526891297747447,0.26825253397832993
20,Antalya_TR,TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10994143267101932,0.11269606074205396,0.1829986679512026,0.10270094582791772,0.20535942046034425,0.2072262707106618,0.22150428858363572,0.2087418751058064,0.24195459830210425,0.22044977445105665,0.05850236563889686
21,Antofagasta_CL,CL,0.05830366307577845,0.07604620265176328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06269988359635563,0.06473356274264584,0.0651544196985482,0.08418115223734642,0.013261899483949607
22,Aomori_JP,JP,0.3521420227487928,0.23234856117652708,0.19727576773431538,0.1915890504718898,0.21857300830732102,0.2356516855633014,0.29008379187661526,0.24261815825678149,0.2492823736003069,0.27600706542623366,0.36363379071036894,0.33031590473274636,0.44636391926290203,0.3727692691424352,0.3693096484443352,0.3295894648336246,0.36674570776665727,0.45930951743902726,0.47276999737119196,0.5518872130982657,0.668106327544136,0.6646873447343187,0.5318964163110306,0.5529021172831206,0.535002300078084,0.5332708020044266,0.40687717392121026,0.3987700068784495,0.40673349857353264,0.37345917028862896,0.3460865173948413,0.3860018578379167
23,AppenzellAusserrhoden_CH,CH,0.30194303730095184,0.3277596101932762,0.3360852887059736,0.2560428722164219,0.25117735892734655,0.2932346402193422,0.23618564217139798,0.15231739524995827,0.22253539284070745,0.3739378984892714,0.5024181072698936,0.557178876677412,0.6013497851759213,0.5201671944684063,0.4247329899405624,0.3921059119514648,0.533154038755717,0.6504631384620282,0.6520653848492503,0.7586712264624963,0.8738718822684214,0.7992446877813913,0.7525668200024644,0.8845055719376012,0.8359352101438812,0.8014215171454682,0.9215575588894032,0.9338098421423212,0.9729153614831954,0.9483319669047369,0.8612838223443559,0.5783538719797109
24,AppenzellInnerrhoden_CH,CH,0.0,0.0,0.0,0.0,0.0,0.06663895461022228,0.08165394415254823,0.096329368764308,0.08225051927972264,0.119847640103158,0.17662521905935558,0.16793313638849014,0.13340614383934787,0.13030432049487226,0.11343014538436222,0.08589813219342204,0.10489076104535341,0.0830241488705947,0.08210323412340108,0.10046458517104527,0.11253552385933256,0.05421516221118508,0.05866329268573028,0.13286563756033287,0.15878445478197004,0.15217692877034575,0.18839117740543307,0.1592625377038684,0.13833690986933092,0.18652913858067,0.17024215690529676,0.10118719915528064
25,Apulia_IT,IT,0.1468667517262041,0.1943764903279328,0.30778704231300485,0.3743170333733877,0.42623760730282023,0.5514065489225309,0.5100752100590374,0.374618141527501,0.2944269144134463,0.2875006492754441,0.17468157382906602,0.23447605445822262,0.39369120354822035,0.4269621353656558,0.399507145728737,0.4268775345257338,0.352242736138218,0.32571527595225463,0.39704168517514304,0.4648672950703663,0.5131051628598547,0.666444917098469,0.7442639385980909,1.0200987712750378,1.180539870764112,1.1453906570698007,1.0491240259010777,0.9896870315045572,0.7696030012322306,0.7207603596045837,0.6776260978891614,0.5335586729945129
26,Arad_RO,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1434873039123709,0.09205865870342327,0.09443723719167306,0.010644619348627976
27,Aragón_ES,ES,0.04252081010197758,0.06278618077003983,0.07332590035208907,0.13983943208148786,0.3335952143073488,0.3424753598299768,0.3852854334078597,0.5197547237066354,0.7482818606771019,0.806919944513963,0.9075226808429888,0.6346205528721321,0.6616870557903948,0.7208035130271303,0.5994700317761512,0.5948325502518539,0.7866821053846296,0.8766280862068774,0.8844818534967802,0.9792718354544737,1.2496137638158684,1.4522628972325584,1.6912390665673562,1.7825589627879068,1.7060501135632964,1.5275607968577976,1.4294633437945228,1.4641021035963466,1.4022503613899082,1.5802848752867882,1.7489397827880448,0.9075842320171705
28,Araucanía_CL,CL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05612096154553354,0.05552021967596226,0.0036013284264998645
29,Argeș_RO,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08237070984250472,0.07929392245385662,0.11402111561309403,0.0,0.0,0.0,0.0,0.0,0.008893088642240496
30,Arizona_US,US,3.042820213864349,3.175885410919068,3.3459696549880955,3.154617633949837,3.12063886270761,3.1018861496587697,2.8600916344300114,3.1370960919368516,3.0153393712290204,3.1190702264624957,3.2228671196328715,3.2952586664451275,3.043314858809357,3.229893166421284,3.100643867460289,3.2330637412776246,2.8804962092958526,2.698375151376258,2.4716712529623,2.5406083948220863,2.6955923813113074,2.834679189158079,2.7369437385384106,2.5303158873201226,2.3973373145898966,2.3790567632823025,2.545783229940051,2.579026251611794,2.5914230388906154,2.770963715511998,2.7972353687700076,2.891869824437863
31,Arkansas_US,US,2.2077942552212226,2.027407007717657,2.115902653324248,2.1640248206333537,2.0381563613774483,2.1320172640338884,2.362904743770406,2.47656994558434,2.45902418006282,2.8722697628281857,3.164947831132231,3.119323463352365,2.9798529447537834,3.210112414681441,2.9683245619934406,2.6478644970177205,2.3477882140854596,2.493396662724385,2.565225885613624,2.5778831368447985,2.50274658981292,2.4838543251548977,2.4316407174380408,2.520432712285065,2.490839580481086,2.6205480389810827,2.5785821392762753,2.694658374650063,2.406154512551397,2.15748978732162,1.9840821539156057,2.5097361141490606
32,Arkhangel'sk_RU,RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0686714660359989,0.0779399204837222,0.09350385988180335,0.1497519508596699,0.14920223256186127,0.12245521365105894,0.09902425935517437,0.08819392649921118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02737880094608065
33,Assam_IN,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07539402018327442,0.020398676065853574,0.059212636101444276,0.057369464544120535,0.0814890903242906,0.11912421428485045,0.10421557411535991,0.016683989536103023
34,Astrakhan'_RU,RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06691411506992426,0.0021585198409652985
35,Atacama_CL,CL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04450319955260649,0.05704521632559474,0.0,0.0032757553509097175
36,Attica_GR,GR,0.24568634079848142,0.2966613786767819,0.35260635862068057,0.2618690637262097,0.42641400668565577,0.5666628114927799,0.5992908838482269,0.8636870294286086,1.0461680980214139,1.2006928815496358,1.2236849027493308,1.4499728399330685,1.2108520419981503,1.2462751439252324,1.5171116652063832,1.4600893829170518,1.2765366848759245,1.3452867669901514,1.432605950301801,1.3163838508859063,1.4239733748123813,1.4367125829351972,1.612148946686794,1.5727674601844948,1.6529156710729564,1.7088027823780232,1.7748984903786067,1.8834825663549377,1.7532445246103665,1.8409085906332259,1.7523555070694294,1.2177660832176738
37,Auckland_NZ,NZ,0.6254335686258948,0.6367271849180748,0.7074769558284957,0.6157621933577934,0.5905825582834823,0.5045275138032072,0.5764283397491717,0.5450034512494716,0.5881286065801817,0.6684012468153213,0.8461447556065702,0.8939075878638139,0.8734918895442504,0.9950850587840416,1.0106500281417508,1.1315623667303556,1.3132639421558523,1.5099934248680402,1.5178086511930386,1.564225782843164,1.716088384826663,1.9695881225209018,2.1442383302887764,2.254686002356545,2.3870922532599237,2.204014631388784,2.130325348929605,2.179694153250583,2.07421697768151,1.725714866111461,1.6726478105401377,1.2959003867128018
38,Aust-Agder_NO,NO,0.09604667845463769,0.056540196261152115,0.0716821740671537,0.0,0.038156473546569994,0.06214236535141065,0.06438532059516547,0.0,0.07387247322350454,0.0,0.0,0.0,0.0,0.03474870212585502,0.08523830213674852,0.08186479153261254,0.06188520126719127,0.07719160195548791,0.0,0.0,0.06923946857984363,0.08029888352496901,0.0817292588220894,0.06368925664179445,0.06761143541783676,0.06543413262782992,0.056885479954263934,0.046342486391699564,0.06488839606562778,0.134342939588563,0.12472930709433823,0.05351436532988209
39,AustralianCapitalTerritory_AU,AU,0.5701364175946603,0.7302202401067964,0.5595544362585467,0.6528155910588567,0.6995926275607667,0.6507122137963678,0.7433602063416835,0.7551194372568241,0.8164627615040584,1.037076600311071,0.9655635897864744,0.8729795660327965,0.7615665397566139,0.572004167476297,0.3744163427424379,0.3799665615925094,0.39598219751806674,0.2700648378910261,0.34227972226606174,0.455531304827639,0.49229492725600565,0.5257277497214737,0.5475315888476668,0.6666007028135511,0.6440387514441458,0.638603509080646,0.6999027408038938,0.7322748484621326,0.6874239182617989,0.6485878974731425,0.6543911090960731,0.6304123582238738
40,Auvergne-Rhône-Alpes_FR,FR,2.6338619138058466,2.234157010905748,2.3063325743715697,2.212386218043217,2.5048572208685664,2.342607764317892,2.40931521895978,2.395248302544535,2.749966979439191,2.3884671712060412,2.38676916220205,2.508825617549597,2.78030601849404,2.889806194079513,3.2149486764068453,3.2847008542364815,3.555030445342574,3.865815374271479,3.7352579060952986,4.009783325197004,3.8177656413374694,3.5953026032217523,3.275790531050225,3.3102553344468113,3.0705703094763868,3.0784725546469307,3.124919419750857,2.8165811150311306,2.828155042289021,2.5268866031503525,2.6172949071802356,2.9184012261264014
41,Aveiro_PT,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04398659042291752,0.0,0.05660372730968057,0.10529945107618215,0.11847579690682605,0.12303528358631699,0.16113736473933998,0.14593106179089654,0.13451764479071773,0.12313983953505239,0.15332840362018174,0.2310919065433475,0.35634935153222796,0.4206947781520777,0.5136965641950522,0.5219470341928087,0.5095652194377422,0.46932033140636426,0.1351006564270236
42,Aydin_TR,TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05157006361797189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016635504392894158
43,Bacău_RO,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06091875211672322,0.05745218697531345,0.0526428287359283,0.05420598206611197,0.05568987344380818,0.0,0.009061600752835004
44,Baden-Württemberg_DE,DE,3.2999898787359228,3.6200911213151783,3.661131129562639,3.3183243183776256,3.25753174367048,3.492847702705054,3.736627923218812,3.745908340511111,3.844597048611548,3.974153760539904,3.960597656223435,4.143910704287811,4.005464170920145,4.060623162099438,4.337686450895846,4.650989466538122,4.754672683536354,4.788310111824336,4.878973080933783,4.788628245272507,4.517470415304605,4.361088365583365,4.735703040273575,4.534112949047382,4.424172843623724,4.306815451364807,4.129233761756929,3.82106114320158,3.3592240404397082,3.2109662163177584,3.126784748892208,4.027344892760828
45,Bahia_BR,BR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1024426941596328,0.11448442696425781,0.15052677317966773,0.24949435352633625,0.3607301870507351,0.38755801168214893,0.45452720680474495,0.42728992741583094,0.41131746152029325,0.08575390459044024
46,BajaCaliforniaSur_MX,MX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06608621787704072,0.040317295439583074,0.026384737281521114,0.08091039910431436,0.07382314924229198,0.11226223187317748,0.11868801560754534,0.0996089035841406,0.0777342708894303,0.10950699553244979,0.07317012073803582,0.0283384624893397
47,BajaCalifornia_MX,MX,0.047665050232310616,0.10469693083078896,0.0951612395560778,0.0,0.0,0.05066991710025778,0.0,0.0,0.07295549872537448,0.07088488596652771,0.07411762710910375,0.08839061282667221,0.07763395711832578,0.03568014762234189,0.0609401646806322,0.13591045979533514,0.10725131716628904,0.14462085973958103,0.14652907543131896,0.13220363018493314,0.13348625034369083,0.16809269723436046,0.2006865071151345,0.3336370479782219,0.44145743425401285,0.5503798802283848,0.6102842499522562,0.675915910931981,0.7900280802413314,0.8813802640841017,0.8125974200517729,0.22720184246777803
48,Balzers_LI,LI,0.06094869268466262,0.06518389944940443,0.08772121325567074,0.08407015340837062,0.06834835928361155,0.16510431826653751,0.23942823751154463,0.32536805442356664,0.31826548683638617,0.3056718357190698,0.25477081804904744,0.2150827193393253,0.1796144984212977,0.2186967253812409,0.3598659165196925,0.42638555990846444,0.45119608671022254,0.42781610847784535,0.384664222428274,0.37814837342873225,0.41453517823744274,0.4863357077765802,0.4824834353078571,0.45530278529424695,0.39978945523697923,0.39180643602273874,0.30433910255737057,0.1697450724423639,0.18705821713132387,0.17649035682028963,0.14485620445293645,0.2783578461542933
49,Banskobystrický_SK,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07344845697215233,0.08638042651181371,0.12549264425866619,0.1150521852402877,0.061832444695216066,0.06832254724348272,0.0895672483633807,0.09361921501442949,0.09746561817084498,0.1419758367319113,0.12322625076701822,0.13156815409998526,0.136950597059009,0.14626012396438876,0.14866335686389037,0.16865700220074364,0.11498673058078311,0.0972498045580438,0.08135575848229534,0.11926537311407522,0.07165612177072317
50,Baranya_HU,HU,0.0,0.0,0.0,0.05475071526823531,0.09379276327280793,0.09523295562274235,0.08610119451504313,0.08239306695088629,0.05141318331637006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03549448511691824,0.07911689524366376,0.0,0.0,0.0,0.0,0.025801421576707836,0.05869004268557852,0.06334301628053605,0.07654898062208462,0.08533499978778203,0.06802483198888412,0.06842291379876396,0.058613684574048,0.034937908084550065
51,Basel-Landschaft_CH,CH,0.8258658306597847,0.807974200741761,0.9048776807187822,0.9979419880391076,1.0192857582657633,1.0886953917605517,1.0897277826959557,1.104193131775753,1.016633705525587,1.1136645112775208,1.1576497423306067,1.0657021306478665,1.1277438106716546,1.1973910112620654,1.1773888782308501,1.3005498694598314,1.308677145164815,1.261748982823629,1.0576765896439053,0.9517850417821122,0.9317918541239444,0.86202635781528,0.9712716598125951,1.0741769498725993,1.2404899413465689,1.4169757604106963,1.58076781214596,1.6056403828622123,1.7104336398971027,1.7347346360411742,1.703075946026311,1.1744051007687855
52,Bashkortostan_RU,RU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05761575042110227,0.12183312263401876,0.14920931618760783,0.3102342202250201,0.2796706394857711,0.2482067689751729,0.23134681006226726,0.20494659788225053,0.2565561783159531,0.29394710111929845,0.32492489939722435,0.2181718577347918,0.24874737181865786,0.3538016495623538,0.48572495697177664,0.4742504863529971,0.5344101855475323,0.6298781321424886,0.5855975270781375,0.5154504442480834,0.5077536884837004,0.5012025797599061,0.24301549304535847
53,Basilicata_IT,IT,0.0,0.0,0.0,0.07032367065206141,0.0816053687449829,0.07630685486845719,0.0683719307211744,0.0670428544224048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025504242711515,0.02658332154003851,0.06505114566111968,0.0,0.05461572340313315,0.04971940566678319,0.05542481442724575,0.07579221201059409,0.1184011903278534,0.13245856963830424,0.16987050616527474,0.22231841797723376,0.19788293335078885,0.22617739684863744,0.05753066319798718
54,Bayern_DE,DE,3.9500933224900816,4.149048779883269,3.9128346235551072,3.860325134390093,3.853754228409135,3.907279898784251,3.8337241764794343,3.980750665246491,4.261810645331047,4.7819026405107214,4.560691218537831,5.1125054912843275,4.8577013023986755,5.1179338513108465,4.907701697815109,4.765938524258983,4.771787629452303,4.6787660593151905,4.697158631809311,4.777405477273106,5.164055216339426,4.537811624939193,5.023145634781977,5.122629326941346,4.920434540739795,4.856885367228251,4.770636303428228,4.342820515743856,4.221925620557979,4.198639060153901,3.8907404445534324,4.509317343675572
55,BayofPlenty_NZ,NZ,0.11193106043779597,0.12432019713489129,0.12052204918536223,0.11494150695193699,0.1727312004111754,0.1470318401724202,0.1538798547870011,0.1614283218378941,0.1797526664233654,0.11540605079539412,0.16512554850001052,0.2111758082621359,0.16699189657812452,0.1698104328513552,0.16588100487704882,0.17124832300381626,0.16282219131979786,0.22246522709119476,0.25223744999809805,0.3195905503325527,0.3075853539642518,0.39977831110290035,0.47550021259557934,0.594803392933783,0.5819069075383504,0.7167620920902661,0.6350065085342728,0.5178096808323697,0.4860636078446015,0.5293224211574438,0.4211472252417027,0.29274125467054496
